imdb_id,date
tt0276033,2002-07-26
tt0905372,2011-10-12
tt0250224,2001-06-29
tt0111667,1994-11-04
tt0078034,1978-02-03
tt0261289,2002-08-23
tt0084786,1982-11-10
tt0085811,1983-07-29
tt2039338,2017-09-28
tt0099385,1990-09-14
tt0084945,1982-07-23
tt0109190,1994-07-01
tt0109120,1994-08-17
tt0160484,2000-10-13
tt0455760,2007-03-16
tt0110353,1994-03-11
tt6811018,2019-01-16
tt0318462,2004-02-06
tt0376108,2005-07-01
tt0163988,1999-10-22
tt5390504,2017-07-28
tt0120577,1998-08-28
tt1095174,2009-01-30
tt0116365,1996-07-18
tt0337917,2004-02-06
tt0109297,1994-01-26
tt1859650,2012-04-20
tt0488658,2006-12-08
tt0100814,1990-01-19
tt6348138,2019-04-04
tt0139668,1999-03-19
tt0080736,1980-01-31
tt0103893,1992-07-24
tt0457528,2005-04-08
tt0104073,1992-04-15
tt0158811,1999-07-14
tt0107091,1993-08-13
tt0120318,1997-04-04
tt0098320,1989-10-27
tt0086946,1984-06-08
tt0380623,2005-06-17
tt0218922,2001-05-08
tt0120662,1999-09-04
tt0086346,1983-05-20
tt0111400,1994-09-23
tt0117951,1996-02-23
tt0110557,1994-03-18
tt3660770,2015-04-17
tt0455960,2007-01-19
tt2328900,2018-12-07
tt0078902,1979-05-24
tt0101698,1991-03-22
tt0076451,1977-06-21
tt1560747,2012-09-07
tt0414055,2007-09-09
tt4103724,2018-01-26
tt0327247,2004-04-07
tt0034167,1941-07-02
tt0100740,1990-05-03
tt0283139,2002-10-11
tt0092710,1987-03-20
tt0120324,1998-12-11
tt1625346,2011-12-16
tt0315733,2003-09-06
tt0429573,2005-05-05
tt0091225,1986-08-01
tt1027862,2008-08-01
tt0094921,1988-09-16
tt0097044,1989-03-10
tt0104558,1992-07-04
tt0454082,2006-12-15
tt0100135,1990-08-24
tt1131734,2009-09-18
tt0091828,1986-06-06
tt0109035,1994-03-23
tt0119123,1997-09-05
tt0099819,1990-04-06
tt1980929,2013-09-07
tt0086194,1983-10-28
tt0416315,2005-01-01
tt0100168,1990-08-03
tt0241025,2004-09-01
tt0348333,2005-10-07
tt0112857,1995-09-15
tt2357129,2013-08-16
tt0085387,1983-12-16
tt0780567,2009-06-19
tt0089003,1985-11-01
tt0114194,1995-09-01
tt2334649,2013-07-25
tt0094799,1988-04-01
tt0055928,1962-10-07
tt0097987,1989-06-02
tt0109890,1994-02-11
tt0082250,1982-02-20
tt0140379,1999-04-25
tt0240468,2002-01-25
tt0093692,1987-02-13
tt0096094,1988-02-05
tt2938956,2015-09-03
tt1486192,2012-03-09
tt0184791,2001-08-31
tt0082263,1981-03-06
tt0112286,1995-10-20
tt0270288,2002-12-30
tt0913354,2009-12-04
tt2465140,2014-03-14
tt0422720,2006-05-24
tt0082146,1981-04-17
tt1571234,2018-11-27
tt0090660,1986-08-15
tt0080863,1980-02-08
tt0107254,1993-08-13
tt1091722,2009-04-03
tt0097967,1989-10-20
tt0205461,2000-07-26
tt0085615,1983-12-15
tt0120576,1998-08-21
tt0095599,1988-03-11
tt4196450,2016-09-09
tt0297884,2002-09-02
tt1083452,2016-02-26
tt0419887,2007-10-04
tt2752758,2014-01-08
tt0084210,1982-12-22
tt0081071,1980-05-12
tt0075765,1977-03-11
tt0233142,2001-02-23
tt1846589,2018-10-19
tt0451069,2005-10-07
tt0876563,2008-07-19
tt0099073,1990-10-05
tt0338325,2004-09-03
tt0482572,2008-09-09
tt0120524,1997-09-19
tt0080934,1980-06-13
tt0097737,1989-03-17
tt0094074,1987-07-23
tt0099165,1990-12-21
tt0068699,1973-04-19
tt0073190,1975-06-20
tt1258972,2012-11-02
tt2800050,2016-04-29
tt0100485,1990-02-16
tt0264796,2001-10-25
tt0308353,2006-09-14
tt0264150,2003-03-21
tt0082200,1981-09-18
tt0462395,2006-03-24
tt0217630,2000-07-21
tt0213749,2000-05-05
tt0270980,2003-08-21
tt0297162,2002-11-15
tt0280105,2001-02-05
tt0101453,1991-11-01
tt0102034,1991-10-11
tt0149624,2000-12-11
tt1139328,2010-02-12
tt0086366,1983-05-06
tt0295289,2003-01-17
tt0103016,1991-05-10
tt0971209,2009-06-08
tt0298845,2003-10-31
tt0077372,1978-06-02
tt0186045,2000-03-03
tt0395495,2006-10-20
tt0089469,1985-07-19
tt6107548,2019-01-25
tt0113729,1995-05-26
tt0092272,1986-01-31
tt0120029,1997-10-10
tt0102220,1991-04-26
tt1223236,2011-04-22
tt1355631,2016-07-13
tt0295700,2003-05-30
tt0100486,1990-10-05
tt0190374,2000-12-08
tt0100201,1990-10-12
tt0110678,1994-04-29
tt0100666,1990-04-27
tt0098309,1989-12-08
tt0116704,1996-02-10
tt2194499,2013-08-16
tt0388980,2005-09-30
tt0117894,1996-10-25
tt0211938,2000-09-14
tt0426883,2006-01-27
tt0100449,1990-07-13
tt0814022,2008-08-21
tt0079261,1979-03-14
tt0403702,2009-09-11
tt2034139,2013-02-28
tt0107665,1993-08-27
tt0109198,1994-04-22
tt0110428,1994-12-28
tt0080739,1980-12-25
tt0105191,1992-10-23
tt0084021,1982-06-11
tt0093036,1987-11-20
tt0142192,1999-03-12
tt2465146,2014-07-20
tt0094744,1988-07-22
tt0113253,1995-09-29
tt1092633,2009-05-29
tt0110598,1994-08-22
tt0344854,2006-12-13
tt0115472,1996-07-26
tt0086999,1984-12-21
tt0103112,1991-04-24
tt0427392,2007-08-17
tt0144084,2000-04-13
tt0118301,1998-08-21
tt0119594,1998-03-06
tt0362478,2009-09-17
tt0089421,1985-03-20
tt0114952,1996-09-18
tt0079576,1979-08-03
tt1931533,2012-09-07
tt1547230,2011-06-10
tt0437179,2006-05-19
tt1764234,2012-07-30
tt0891527,2007-10-22
tt0102370,1991-05-10
tt5941692,2019-02-01
tt0402901,2005-08-26
tt0059578,1965-12-18
tt0156841,2000-03-03
tt0307479,2002-11-27
tt0208988,2000-10-06
tt0088760,1985-03-22
tt0103956,1991-08-30
tt0082970,1981-11-20
tt0085959,1983-03-31
tt0082816,1981-05-29
tt0113552,1995-04-21
tt0101605,1991-08-14
tt7125860,2018-12-14
tt2626350,2014-07-16
tt0107212,1993-04-23
tt2387499,2016-10-20
tt1046947,2008-12-25
tt4504044,2019-02-06
tt0083015,1981-07-01
tt0126886,1999-04-23
tt0166943,1999-10-29
tt5177088,2018-10-25
tt5734576,2018-11-29
tt0119080,1997-11-07
tt0082817,1981-03-17
tt0102590,1991-01-18
tt0117774,1996-04-19
tt1032815,2009-07-10
tt0104670,1992-03-27
tt0111418,1994-04-08
tt0081383,1980-07-18
tt0101301,1991-11-08
tt0872230,2010-10-08
tt0102555,1991-01-11
tt0099575,1990-05-25
tt0120142,1997-03-28
tt0093818,1987-01-30
tt0097937,1989-07-21
tt0076504,1977-07-22
tt0375154,2006-04-07
tt0105327,1992-09-18
tt3014866,2016-04-07
tt0103976,1992-04-15
tt0116324,1996-03-22
tt0097659,1989-04-20
tt0108148,1993-09-03
tt6113488,2017-04-07
tt0084649,1982-06-17
tt3170832,2015-10-16
tt0094678,1988-07-08
tt3235888,2015-02-04
tt0081249,1980-05-09
tt0085478,1983-02-02
tt1655420,2011-11-23
tt0088930,1985-12-13
tt0120157,1998-10-23
tt3125324,2014-09-10
tt2073128,2012-04-20
tt0093177,1987-09-11
tt0099587,1991-01-18
tt0087050,1984-03-09
tt0265208,2004-04-09
tt0430779,2006-09-15
tt0108473,1993-02-05
tt0100935,1990-08-17
tt0096054,1988-02-12
tt0115862,1996-10-11
tt0119086,1997-08-29
tt0058461,1964-09-12
tt0081268,1980-10-03
tt0064782,1969-10-15
tt0117011,1996-09-13
tt0361925,2004-02-24
tt0116621,1996-12-18
tt0082992,1981-09-23
tt0091799,1986-04-02
tt1126590,2014-12-24
tt0282687,2002-04-24
tt2785390,2014-07-02
tt1878870,2016-11-18
tt3316948,2015-08-19
tt3766394,2015-11-27
tt0085636,1982-10-22
tt0087799,1984-11-16
tt0120857,1999-03-25
tt0120834,1999-12-22
tt0427969,2006-08-31
tt0335121,2004-04-30
tt0211933,2007-11-28
tt4183692,2015-10-15
tt0118929,1998-02-27
tt1232207,2009-09-06
tt0105219,1992-07-24
tt0093278,1987-05-15
tt0104850,1992-02-28
tt0097388,1989-07-28
tt0077280,1978-05-18
tt5322012,2017-07-07
tt0091557,1986-11-26
tt1592525,2012-04-12
tt0308208,2002-09-20
tt0088206,1984-07-01
tt0151137,1999-10-27
tt0080556,1980-12-03
tt0087451,1984-03-16
tt0236348,2001-04-06
tt0134983,2000-01-14
tt0081455,1981-01-14
tt0240515,2001-04-18
tt0098663,1989-12-15
tt0089907,1985-04-25
tt1129445,2009-10-22
tt0319524,2003-07-18
tt0318283,2003-06-16
tt0092035,1986-05-14
tt0088915,1985-12-10
tt0338096,2004-02-27
tt1213644,2008-08-29
tt0101821,1991-10-11
tt0081751,1980-06-13
tt0367085,2004-05-28
tt0093777,1987-10-23
tt2101441,2013-01-24
tt0104009,1992-07-10
tt0283530,2002-11-22
tt0095889,1988-06-10
tt0082288,1981-06-26
tt0119683,1998-05-01
tt0115571,1996-05-31
tt0083833,1982-04-02
tt0363282,2004-05-07
tt0090184,1985-11-14
tt0102655,1991-03-15
tt0118747,1998-02-05
tt0086143,1983-07-29
tt0119095,1997-10-24
tt0083630,1982-08-20
tt2467046,2014-10-03
tt7689964,2018-05-04
tt0120458,1999-01-14
tt0265808,2002-09-13
tt0279113,2002-01-12
tt0160401,1999-08-25
tt0119326,1997-08-06
tt0770703,2011-09-30
tt0092796,1987-05-01
tt3068194,2016-05-26
tt0094027,1988-03-11
tt0066181,1970-06-17
tt0086397,1983-06-24
tt0084335,1982-02-12
tt0100054,1990-03-16
tt0476995,2007-04-04
tt1619029,2016-12-02
tt0787475,2007-08-03
tt0112625,1995-03-17
tt4695012,2017-06-09
tt4629266,2016-08-12
tt0265343,2001-08-30
tt0120646,1999-03-12
tt0253798,2001-11-21
tt0101775,1991-04-19
tt0245574,2001-06-08
tt0864761,2008-09-05
tt0450405,2009-10-23
tt0095687,1988-12-09
tt1563738,2011-03-02
tt0095638,1988-03-18
tt0118966,1998-01-30
tt0486321,2008-08-15
tt1053424,2010-03-18
tt0093137,1987-08-07
tt0458481,2014-08-20
tt0498380,2006-12-19
tt0091369,1986-06-27
tt0245429,2001-07-20
tt2097307,2012-08-22
tt0097457,1989-06-30
tt0236784,2001-02-11
tt0412019,2005-05-17
tt0120483,1997-11-14
tt0314166,2002-06-28
tt0120520,1997-11-07
tt0089731,1985-11-22
tt1121931,2009-04-16
tt0113987,1995-12-22
tt0095993,1988-03-24
tt0247444,2002-06-21
tt0096380,1988-02-25
tt1291584,2011-09-09
tt0110763,1994-11-23
tt2503944,2015-10-02
tt0213790,2000-10-13
tt0106627,1993-04-02
tt0278475,2001-02-23
tt5125894,2019-05-09
tt0109504,1994-05-13
tt0181739,2001-08-07
tt0192255,2000-10-27
tt0120373,1997-05-30
tt0433416,2006-09-02
tt0118744,1998-03-06
tt0326856,2004-04-30
tt0365748,2004-04-09
tt7014006,2018-01-19
tt0246989,2001-03-30
tt1045655,2008-10-31
tt0352277,2004-07-02
tt0155478,1998-05-08
tt0093075,1987-04-21
tt0091680,1986-08-08
tt0099703,1990-10-10
tt0115683,1996-01-12
tt4899370,2017-06-09
tt0117589,1996-05-24
tt0091024,1986-08-22
tt1343727,2012-09-07
tt1967545,2013-12-27
tt0375173,2004-10-22
tt0430431,2006-10-13
tt0113538,1995-08-11
tt0109348,1994-10-14
tt0436331,2006-09-07
tt0790804,2007-10-19
tt0244000,2001-08-17
tt0995039,2008-09-19
tt0104928,1992-09-23
tt0116410,1996-12-20
tt0478304,2011-05-18
tt0065775,1970-05-13
tt0186589,2001-01-24
tt0097050,1986-06-27
tt0082334,1982-09-30
tt0103978,1992-06-05
tt0113690,1995-08-25
tt0093737,1987-09-18
tt0106453,1993-01-15
tt0120757,1999-03-26
tt0795351,2009-08-13
tt0083296,1982-05-21
tt0079822,1979-12-21
tt0295254,2002-08-09
tt0099316,1990-04-13
tt0462244,2007-08-08
tt0084861,1982-01-22
tt0105636,1992-12-25
tt2042568,2013-10-13
tt0101811,1991-11-06
tt0109936,1994-03-04
tt0120036,1997-02-21
tt0090887,1986-04-11
tt0086192,1983-09-07
tt0264616,2001-11-17
tt0092608,1987-08-07
tt0083598,1982-06-18
tt0211443,2001-07-24
tt0205271,2000-09-13
tt0087222,1984-03-14
tt0376136,2011-10-13
tt1540128,2012-11-29
tt5646136,2016-07-15
tt2582802,2014-10-10
tt0307901,2002-12-16
tt0454824,2006-09-22
tt0103671,1992-03-13
tt0112688,1995-09-15
tt0462346,2006-08-25
tt1172233,2009-09-13
tt0086450,1983-12-16
tt0145653,1999-12-25
tt0315983,2003-12-19
tt0088889,1985-04-12
tt0078740,1979-08-17
tt0095348,1988-11-10
tt0815241,2008-10-01
tt0198386,2000-08-21
tt0079240,1978-12-14
tt0096256,1988-11-23
tt0324554,2004-09-03
tt0086379,1983-07-01
tt0090270,1985-02-15
tt0258068,2002-11-22
tt0107504,1993-11-19
tt0475998,2008-01-11
tt0089886,1985-08-07
tt0120610,1998-05-01
tt4056738,2015-03-20
tt0090655,1986-03-27
tt0106868,1993-03-12
tt0441909,2006-03-16
tt0089798,1985-06-07
tt0120722,1998-10-30
tt0373908,2005-06-10
tt0279111,2003-02-21
tt0083232,1981-09-25
tt0115580,1996-10-25
tt0120820,1998-02-20
tt1781769,2012-09-06
tt0465602,2007-07-26
tt0117102,1996-02-16
tt0283632,2002-11-01
tt0144964,2000-09-01
tt0116999,1996-12-18
tt1084950,2008-10-03
tt2125435,2012-06-29
tt4276820,2016-09-13
tt0095690,1988-10-13
tt0356721,2004-09-10
tt0116240,1996-12-25
tt0281322,2002-07-17
tt1767382,2011-01-21
tt0108539,1993-07-09
tt0117786,1997-01-31
tt2402927,2015-11-20
tt0094933,1988-03-18
tt0402399,2005-12-25
tt4073790,2018-07-25
tt0117718,1996-08-23
tt1712261,2016-02-19
tt0092627,1987-01-16
tt4622512,2017-09-05
tt0095119,1988-11-04
tt0203408,1999-10-15
tt0082648,1981-08-20
tt1837709,2014-02-13
tt0099091,1990-03-09
tt0251736,2003-04-11
tt1174732,2009-10-29
tt0365485,2005-05-12
tt0417225,2006-08-25
tt0796307,2008-03-20
tt0903657,2015-05-29
tt0119177,1997-09-07
tt0770772,2007-03-16
tt0104409,1992-09-11
tt0083550,1982-09-24
tt2547584,2016-09-02
tt1792647,2012-11-09
tt0088947,1985-08-30
tt0115693,1996-11-07
tt0349467,2006-02-17
tt0107286,1993-10-15
tt0119572,1997-03-14
tt0193925,1999-03-25
tt0765447,2007-06-09
tt0073018,1975-05-18
tt0384680,2005-10-20
tt1716777,2012-06-29
tt0107413,1993-06-04
tt0102411,1991-04-05
tt4191054,2015-01-23
tt0123324,1998-08-28
tt0116905,1996-06-21
tt0084351,1982-10-22
tt0087482,1984-09-28
tt0095765,1988-11-17
tt0093044,1987-02-24
tt0058586,1964-06-23
tt0082934,1981-03-20
tt0093407,1987-11-06
tt0217756,2000-04-07
tt5074352,2016-12-21
tt7664504,2018-06-29
tt0108442,1993-09-10
tt0067065,1971-05-20
tt0090021,1985-10-10
tt2637294,2015-02-20
tt0110027,1994-11-29
tt0091637,1986-12-19
tt0090856,1986-07-11
tt0970468,2008-03-07
tt0089092,1985-12-12
tt0108399,1993-09-09
tt2140379,2015-07-10
tt0105483,1992-07-17
tt0094846,1988-04-22
tt0110363,1994-06-29
tt0349169,2004-05-14
tt0310910,2003-04-25
tt2935476,2015-04-23
tt1160368,2009-03-19
tt1691916,2017-03-02
tt0155753,1998-11-12
tt0085862,1983-04-15
tt2006295,2015-08-06
tt0113303,1995-03-03
tt0120598,1998-01-01
tt5822564,2019-08-08
tt0087175,1984-08-15
tt0195234,2000-01-24
tt0360139,2004-01-09
tt0097328,1989-12-15
tt1228987,2010-10-01
tt0098097,1989-05-26
tt0112606,1995-03-16
tt0114296,1995-03-03
tt4126476,2019-04-11
tt1100089,2014-05-19
tt1244659,2010-01-21
tt1111948,2008-11-07
tt0120701,1998-10-08
tt0095294,1988-12-23
tt1549920,2013-01-12
tt0093011,1987-10-30
tt0862846,2008-01-18
tt0098308,1989-04-14
tt0085248,1983-03-25
tt0115678,1996-09-20
tt0120710,1999-01-15
tt0427954,2005-08-11
tt0219699,2000-12-22
tt0118842,1997-04-04
tt0057546,1963-12-25
tt0082085,1981-07-24
tt0160429,1999-03-19
tt0383060,2006-08-11
tt0082193,1981-07-24
tt1232783,2009-09-09
tt0079714,1979-05-03
tt6499752,2018-06-01
tt0399862,2005-12-02
tt6000478,2017-11-17
tt0091055,1986-11-21
tt0087127,1983-09-02
tt0139809,1999-04-16
tt0090774,1986-12-26
tt0838221,2007-09-07
tt0815244,2007-09-21
tt8266310,2019-08-09
tt1922612,2011-08-11
tt5935704,2018-01-25
tt0084293,1982-02-12
tt0380277,2004-09-03
tt0120148,1998-04-23
tt0114609,1995-05-24
tt0115493,1996-08-14
tt0082042,1981-03-13
tt0109015,1994-05-06
tt0765476,2008-07-08
tt0092675,1988-02-26
tt0086637,1983-07-15
tt0094824,1988-07-22
tt0085867,1983-02-18
tt0211465,2001-09-07
tt0425598,2005-09-12
tt0088333,1984-04-06
tt0105488,1992-08-20
tt0335119,2003-12-12
tt4667094,2016-01-28
tt0159421,1999-10-01
tt0301727,2001-12-12
tt1838544,2012-02-23
tt0102802,1991-08-02
tt0113028,1995-01-13
tt0097474,1989-10-12
tt0164108,1999-08-27
tt0252028,2004-09-21
tt0099697,1990-10-26
tt0097458,1989-10-20
tt0108174,1993-07-30
tt0089489,1985-06-21
tt0434139,2006-09-10
tt0192071,2001-03-08
tt0099762,1990-09-28
tt0098105,1989-03-09
tt0131646,1999-03-11
tt0078044,1978-02-10
tt0171804,1999-09-02
tt0968264,2010-09-10
tt0111512,1994-02-03
tt0120390,1997-01-09
tt0100436,1990-08-22
tt0096486,1988-12-15
tt1091751,2008-08-22
tt0390521,2004-01-17
tt0089393,1985-04-26
tt0113010,1995-11-03
tt5259966,2016-09-02
tt0117107,1996-04-26
tt0106308,1992-10-09
tt0102900,1991-10-11
tt1840417,2012-09-07
tt0083190,1981-03-27
tt0437777,2006-01-29
tt0082096,1981-09-16
tt0118691,1997-02-07
tt0088007,1984-12-01
tt0433412,2006-08-18
tt0120824,2001-12-18
tt0110955,1994-03-09
tt0119013,1997-04-04
tt0095654,1988-09-09
tt0109480,1994-04-15
tt0289408,2002-07-03
tt0084652,1982-01-22
tt0111419,1994-03-30
tt0104549,1992-11-06
tt0112453,1995-12-22
tt0100301,1990-03-30
tt3462710,2017-03-06
tt0101545,1991-03-29
tt0107507,1993-05-02
tt0092997,1987-04-24
tt1206543,2013-12-06
tt0402894,2005-12-25
tt0088224,1984-03-16
tt0218817,2001-01-12
tt0102593,1991-05-03
tt0405094,2006-03-15
tt2837574,2018-09-27
tt0110907,1994-12-23
tt0108560,1993-04-23
tt0237534,2001-01-31
tt0163579,1999-09-01
tt3231010,2014-04-03
tt0355702,2005-06-03
tt0233508,2000-10-06
tt0074539,1976-10-07
tt0100442,1990-04-27
tt1229822,2011-03-11
tt0109045,1994-05-31
tt0308055,2006-09-05
tt0106941,1993-10-01
tt0799934,2008-01-20
tt0087233,1984-11-21
tt0118956,1998-01-30
tt0115438,1996-09-11
tt0810819,2015-11-27
tt1999890,2018-09-27
tt4513674,2016-05-11
tt0105811,1992-08-06
tt0103184,1991-07-26
tt0090728,1986-05-30
tt0100934,1989-12-22
tt0117039,1996-10-25
tt0113896,1995-05-03
tt0107473,1993-03-05
tt0385004,2004-05-19
tt0413015,2005-09-08
tt0089444,1985-10-25
tt0088402,1984-09-28
tt0419843,2007-04-16
tt0483607,2008-03-14
tt0094910,1988-01-15
tt0962736,2009-03-04
tt0469263,2006-10-15
tt0103007,1991-10-04
tt0073053,1975-09-17
tt0353164,2002-01-01
tt0372873,2007-02-08
tt0098645,1989-02-03
tt0081031,1980-06-24
tt0100280,1990-03-16
tt1374989,2016-02-04
tt0399877,2004-04-23
tt0085891,1983-12-18
tt0077942,1978-12-22
tt0126250,1999-01-22
tt2101341,2013-03-08
tt0112966,1995-05-12
tt0119509,1997-08-22
tt0489281,2008-03-28
tt0083284,1981-06-17
tt0100224,1990-09-21
tt7984734,2019-10-18
tt0057413,1963-12-19
tt0083006,1981-10-11
tt0095662,1988-03-04
tt0151804,1999-02-19
tt0172396,1999-12-03
tt1225822,2009-09-03
tt0089222,1985-05-03
tt3289724,2018-12-21
tt0112896,1995-12-22
tt0107007,1993-10-08
tt0089604,1985-03-01
tt0097965,1989-03-10
tt2404181,2013-05-01
tt1878841,2016-05-13
tt0267248,2002-10-14
tt0105466,1992-08-14
tt0104348,1992-09-15
tt5592248,2017-06-23
tt1600196,2014-09-12
tt0107978,1993-04-17
tt0080731,1980-08-08
tt1502404,2011-02-24
tt0120669,1998-05-22
tt0138304,1999-08-26
tt0176269,1999-08-05
tt0085672,1983-08-12
tt0118954,1997-12-12
tt0118002,1996-01-12
tt4550098,2016-11-04
tt0182914,1999-04-22
tt0098051,1989-08-25
tt2515034,2015-02-16
tt0106664,1993-04-23
tt0083336,1981-07-24
tt0089629,1985-04-19
tt2338151,2014-12-18
tt0089853,1985-03-01
tt0085694,1983-01-21
tt0067588,1971-11-03
tt0115639,1996-02-09
tt0088680,1985-09-13
tt0087003,1984-01-27
tt0795438,2009-01-09
tt0772193,2007-01-12
tt0144640,1999-10-22
tt0104466,1992-09-18
tt0157503,1999-07-23
tt1075747,2010-06-18
tt0119592,1997-11-07
tt2639336,2019-02-28
tt2870756,2014-07-25
tt0098625,1989-12-15
tt2167202,2013-08-29
tt0195778,2000-03-23
tt1742334,2014-03-28
tt0088395,1984-04-06
tt0457513,2006-07-27
tt0093415,1987-02-06
tt0095382,1988-11-11
tt0088708,1985-08-30
tt0084684,1982-04-02
tt0119304,1998-11-25
tt0120769,1998-03-26
tt0272207,2002-01-14
tt0102749,1991-05-03
tt0088256,1984-10-19
tt0109369,1994-08-26
tt0110097,1994-02-04
tt0192111,2001-02-02
tt3014666,2014-03-25
tt0112585,1995-08-09
tt0361696,2004-08-10
tt0067093,1971-11-03
tt0081554,1980-09-26
tt0436595,2006-01-27
tt0099558,1991-02-07
tt0314498,2004-01-30
tt0114345,1995-10-13
tt0085412,1983-11-04
tt0085450,1983-05-06
tt2361317,2016-12-25
tt0892375,2007-05-19
tt0100944,1990-05-25
tt0092897,1987-07-14
tt0085894,1983-06-10
tt1188729,2009-09-08
tt0107438,1993-11-05
tt0120724,1998-09-04
tt0131436,1998-05-27
tt0450188,2007-02-14
tt0999913,2011-09-16
tt0088794,1985-10-11
tt0338427,2005-10-21
tt0086617,1982-12-17
tt0094008,1987-10-09
tt0365929,2009-09-09
tt0118158,1996-02-02
tt1300851,2009-11-24
tt0362269,2004-09-04
tt0317676,2003-04-11
tt0446013,2007-01-11
tt0140796,1998-08-14
tt0426615,2005-11-23
tt0085271,1983-09-30
tt5427194,2018-04-13
tt2358925,2015-03-05
tt0279781,2002-03-22
tt4807408,2019-04-05
tt1606392,2011-03-18
tt0111804,1994-04-27
tt1675434,2011-11-02
tt0421054,2005-10-14
tt0089504,1985-03-15
tt0326905,2005-08-12
tt0805526,2006-09-29
tt0085873,1983-02-18
tt0097499,1989-10-05
tt0200469,1999-10-22
tt0117784,1996-04-26
tt1082807,2016-03-17
tt0097138,1989-04-07
tt0414993,2006-09-06
tt0324133,2003-05-18
tt1604171,2011-04-29
tt3488710,2015-09-30
tt0116275,1996-03-29
tt1132620,2009-02-27
tt0256276,2002-10-02
tt0120620,1999-08-13
tt0290332,2001-11-16
tt0118787,1997-06-06
tt0292631,2002-10-17
tt0092133,1986-07-02
tt0096087,1988-05-06
tt0117104,1996-04-19
tt0106455,1993-04-16
tt0084395,1982-10-29
tt5301662,2017-10-13
tt0219952,2000-10-27
tt0188640,1999-12-11
tt0384286,2005-09-16
tt3722070,2015-11-13
tt0108550,1993-12-17
tt0093209,1987-08-01
tt0120654,1998-06-12
tt1097013,2009-02-06
tt0472160,2006-03-01
tt0112760,1995-12-22
tt0120802,1998-09-10
tt0113670,1995-05-10
tt0804452,2007-08-03
tt0089730,1985-11-15
tt0088249,1984-10-26
tt0100828,1990-08-10
tt0096332,1988-02-05
tt0080881,1980-05-30
tt0160236,1999-08-27
tt0110305,1994-07-22
tt0073440,1975-06-11
tt0091575,1986-04-18
tt0097125,1988-01-01
tt0088846,1985-02-20
tt0079668,1979-09-09
tt0078326,1978-03-18
tt0110116,1994-12-16
tt0124198,1998-09-11
tt0116151,1996-01-12
tt0081485,1980-03-28
tt0119783,1996-10-22
tt0089114,1985-07-12
tt0100143,1990-04-20
tt0366532,2003-05-20
tt0093476,1987-07-10
tt0113451,1995-10-13
tt0084049,1982-06-04
tt0199290,2000-03-01
tt0102011,1991-02-22
tt0469903,2008-10-10
tt0094701,1988-04-08
tt0116242,1996-12-06
tt0111333,1994-11-18
tt0081534,1980-10-02
tt0093185,1987-10-30
tt0106266,1993-03-05
tt0804522,2007-09-07
tt0106926,1993-11-05
tt0091993,1986-06-06
tt1120985,2010-12-16
tt0089385,1985-09-25
tt0101523,1991-10-25
tt0266489,2003-09-26
tt4871980,2016-03-11
tt0112435,1995-08-18
tt1742650,2011-09-16
tt5461944,2019-03-14
tt0258153,2002-08-23
tt3960412,2016-06-03
tt0259974,2000-03-17
tt0120901,1998-07-23
tt0087091,1984-09-29
tt0158493,1998-11-04
tt3750872,2018-08-02
tt0120176,1998-01-07
tt0102849,1991-02-22
tt4799066,2018-03-22
tt0082138,1981-08-06
tt2776878,2017-10-26
tt0117628,1996-08-26
tt0804461,2007-08-31
tt0977855,2010-05-20
tt0107529,1993-01-29
tt0858479,2008-04-11
tt0103939,1992-02-17
tt1308729,2013-01-31
tt0117615,1996-01-27
tt0093051,1987-02-06
tt0057012,1964-01-29
tt1176740,2009-06-05
tt0907657,2007-03-23
tt0368975,2004-07-09
tt0101984,1991-03-15
tt0203230,2000-11-17
tt0114852,1995-04-28
tt0857191,2007-09-07
tt1663143,2012-10-24
tt2822672,2016-07-08
tt0109129,1994-03-04
tt0090213,1985-01-11
tt0462200,2006-12-08
tt5610554,2018-05-04
tt0119115,1997-01-23
tt1098327,2009-03-12
tt0116514,1996-03-08
tt0079180,1979-07-06
tt0108526,1993-11-24
tt0287467,2002-03-14
tt0165494,1998-11-25
tt0075774,1977-09-27
tt0115851,1996-04-19
tt0107443,1993-05-14
tt9019352,2019-03-15
tt0099747,1990-12-11
tt0119280,1997-07-18
tt3072482,2015-09-12
tt0279331,2002-12-14
tt1019452,2009-09-30
tt1704573,2012-04-27
tt0780511,2009-12-04
tt0270846,2004-08-27
tt0084675,1982-01-22
tt0104346,1992-03-06
tt0085210,1983-03-25
tt0095990,1988-01-15
tt0101492,1991-08-02
tt2365580,2019-08-16
tt5670152,2018-04-20
tt0012190,1921-03-06
tt1699755,2013-05-09
tt1315981,2009-10-19
tt0829459,2007-06-22
tt1194263,2010-07-30
tt0098442,1989-02-12
tt0102984,1991-05-17
tt0082894,1981-12-11
tt0120402,1997-06-13
tt0096203,1988-03-05
tt0306734,2003-08-08
tt0090110,1985-10-02
tt4643580,2015-09-04
tt0098622,1989-06-01
tt4191580,2016-04-01
tt0084329,1982-07-16
tt3464902,2015-07-10
tt0361620,2004-09-24
tt1441952,2012-03-09
tt0084814,1982-12-03
tt0914798,2008-05-07
tt0160298,1999-05-12
tt8760684,2019-03-01
tt0068408,1972-06-29
tt0400525,2005-11-23
tt0417415,2005-01-28
tt0090917,1986-10-10
tt0407265,2005-12-23
tt0098188,1989-06-02
tt0105813,1992-04-24
tt0113409,1994-06-18
