imdb_id,title,year,director,production_co,rank,budget_usd,us_gross,revenue,popular
tt0120773,The Odd Couple II,1998,Howard Deutch,Paramount Pictures,17735,-1.0,19000000.0,,False
tt0108451,Untamed Heart,1993,Tony Bill,Metro-Goldwyn-Mayer (MGM),12726,7500000.0,19000000.0,11500000.0,False
tt1633356,Shark Night 3D,2011,David R. Ellis,Incentive Filmed Entertainment,8333,25000000.0,19000000.0,-6000000.0,False
tt0096073,The Seventh Sign,1988,Carl Schultz,TriStar Pictures,9804,-1.0,19000000.0,,False
tt0094602,Above the Law,1988,Andrew Davis,Warner Bros.,7249,7500000.0,19000000.0,11500000.0,False
tt0109891,Getting Even with Dad,1994,Howard Deutch,Metro-Goldwyn-Mayer (MGM),19732,30000000.0,19000000.0,-11000000.0,False
tt1043726,The Legend of Hercules,2014,Renny Harlin,Summit Entertainment,7000,70000000.0,19000000.0,-51000000.0,False
tt0437800,Akeelah and the Bee,2006,Doug Atchison,Out of the Blue... Entertainment,11668,8000000.0,19000000.0,11000000.0,False
tt0419946,The Marine,2006,John Bonito,Twentieth Century Fox,8428,20000000.0,19000000.0,-1000000.0,False
tt0082886,Paternity,1981,David Steinberg,Paramount Pictures,55960,-1.0,19000000.0,,False
tt0083254,Under the Rainbow,1981,Steve Rash,Innovisions,21065,20000000.0,19000000.0,-1000000.0,False
tt0378109,Into the Blue,2005,John Stockwell,Columbia Pictures,3409,50000000.0,19000000.0,-31000000.0,False
tt0120327,Thrill Ride: The Science of Fun,1997,Ben Stassen,New Wave International,251048,-1.0,19000000.0,,False
tt0102469,Mortal Thoughts,1991,Alan Rudolph,Columbia Pictures,23179,8000000.0,19000000.0,11000000.0,False
tt0094082,Suspect,1987,Peter Yates,TriStar Pictures,16835,-1.0,19000000.0,,False
tt0365885,The Upside of Anger,2005,Mike Binder,New Line Cinema,19653,12000000.0,19000000.0,7000000.0,False
tt3316960,Still Alice,2014,Richard Glatzer,Lutzus-Brown,4889,5000000.0,19000000.0,14000000.0,False
tt0092632,The Believers,1987,John Schlesinger,Orion Pictures,14932,13000000.0,19000000.0,6000000.0,False
tt3797868,The Choice,2016,Ross Katz,Nicholas Sparks Productions,3760,-1.0,19000000.0,,False
tt0218839,Best in Show,2000,Christopher Guest,Castle Rock Entertainment,4938,10000000.0,19000000.0,9000000.0,False
tt0090350,Year of the Dragon,1985,Michael Cimino,Dino De Laurentiis Company,13209,24000000.0,19000000.0,-5000000.0,False
tt2057392,Eye in the Sky,2015,Gavin Hood,Raindog Films,4690,13000000.0,19000000.0,6000000.0,False
tt0097500,Her Alibi,1989,Bruce Beresford,Warner Bros.,19256,-1.0,19000000.0,,False
tt0097027,Casualties of War,1989,Brian De Palma,Columbia Pictures,8320,22000000.0,19000000.0,-3000000.0,False
tt0416508,Becoming Jane,2007,Julian Jarrold,HanWay Films,8839,16000000.0,19000000.0,3000000.0,False
tt0149691,Anywhere But Here,1999,Wayne Wang,Fox 2000 Pictures,16881,23000000.0,19000000.0,-4000000.0,False
tt0142688,The Ninth Gate,1999,Roman Polanski,Artisan Entertainment,2867,38000000.0,19000000.0,-19000000.0,False
tt0245280,Michael Jordan to the Max,2000,Don Kempf,Giant Screen Films,86461,-1.0,19000000.0,,False
tt0086973,Blame It on Rio,1984,Stanley Donen,Sherwood Productions,5539,-1.0,19000000.0,,False
tt0114214,The Quick and the Dead,1995,Sam Raimi,TriStar Pictures,4075,32000000.0,19000000.0,-13000000.0,False
tt0107004,Geronimo: An American Legend,1993,Walter Hill,Columbia Pictures,15888,35000000.0,19000000.0,-16000000.0,False
tt0102631,Paradise,1991,Mary Agnes Donoghue,Grand Highway Productions,23589,-1.0,19000000.0,,False
tt0163639,Galapagos,1999,David Clark,IMAX,171047,-1.0,19000000.0,,False
tt0116277,The Fan,1996,Tony Scott,TriStar Pictures,12191,55000000.0,19000000.0,-36000000.0,False
tt0870111,Frost/Nixon,2008,Ron Howard,Universal Pictures,7018,25000000.0,19000000.0,-6000000.0,False
tt1568338,Man on a Ledge,2012,Asger Leth,Summit Entertainment,645,42000000.0,19000000.0,-23000000.0,True
tt0493405,CHIPS,2017,Dax Shepard,Primate Pictures,2895,25000000.0,19000000.0,-6000000.0,False
tt0071115,Alice Doesn't Live Here Anymore,1974,Martin Scorsese,Warner Bros.,9396,1800000.0,19000000.0,17200000.0,False
tt0429591,Aquamarine,2006,Elizabeth Allen Rosenbaum,Fox 2000 Pictures,4854,12000000.0,19000000.0,7000000.0,False
tt0098115,Prancer,1989,John D. Hancock,Cineplex Odeon Films,37467,-1.0,19000000.0,,False
tt0091059,Flight of the Navigator,1986,Randal Kleiser,Walt Disney Pictures,3358,9000000.0,19000000.0,10000000.0,False
tt0094006,Some Kind of Wonderful,1987,Howard Deutch,Hughes Entertainment,3389,-1.0,19000000.0,,False
tt0122541,An Ideal Husband,1999,Oliver Parker,Arts Council of England,14790,14000000.0,19000000.0,5000000.0,False
tt0370032,Ultraviolet,2006,Kurt Wimmer,Screen Gems,7740,30000000.0,19000000.0,-11000000.0,False
tt0093793,Project X,1987,Jonathan Kaplan,Amercent Films,16414,18000000.0,19000000.0,1000000.0,False
tt1853739,You're Next,2011,Adam Wingard,Snoot Entertainment,808,1000000.0,18000000.0,17000000.0,True
tt0247745,Super Troopers,2001,Jay Chandrasekhar,Fox Searchlight Pictures,1744,3000000.0,18000000.0,15000000.0,True
tt0105415,Singles,1992,Cameron Crowe,Warner Bros.,6770,-1.0,18000000.0,,False
tt1058017,The Invention of Lying,2009,Ricky Gervais,Warner Bros.,1146,18000000.0,18000000.0,0.0,True
tt0763831,A Thousand Words,2012,Brian Robbins,DreamWorks,10005,40000000.0,18000000.0,-22000000.0,False
tt0089457,Ladyhawke,1985,Richard Donner,Twentieth Century Fox,5272,20000000.0,18000000.0,-2000000.0,False
tt0097322,The Fabulous Baker Boys,1989,Steve Kloves,Gladden Entertainment,11528,13000000.0,18000000.0,5000000.0,False
tt1441951,Quartet,2012,Dustin Hoffman,Headline Pictures,17732,11000000.0,18000000.0,7000000.0,False
tt0079758,Prophecy,1979,John Frankenheimer,Paramount Pictures,13861,12000000.0,18000000.0,6000000.0,False
tt0758758,Into the Wild,2007,Sean Penn,Paramount Vantage,1029,15000000.0,18000000.0,3000000.0,True
tt3829920,Only the Brave,2017,Joseph Kosinski,Columbia Pictures,3251,38000000.0,18000000.0,-20000000.0,False
tt0395972,North Country,2005,Niki Caro,Warner Bros.,5809,35000000.0,18000000.0,-17000000.0,False
tt1542344,127 Hours,2010,Danny Boyle,Fox Searchlight Pictures,3179,18000000.0,18000000.0,0.0,False
tt0120595,Babe: Pig in the City,1998,George Miller,Kennedy Miller Productions,9976,90000000.0,18000000.0,-72000000.0,False
tt0841046,Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,Apatow Productions,3933,35000000.0,18000000.0,-17000000.0,False
tt0240510,The Four Feathers,2002,Shekhar Kapur,Paramount Pictures,11519,35000000.0,18000000.0,-17000000.0,False
tt1438176,Fright Night,2011,Craig Gillespie,DreamWorks,6389,30000000.0,18000000.0,-12000000.0,False
tt0120317,That Darn Cat,1997,Bob Spiers,Walt Disney Pictures,17894,-1.0,18000000.0,,False
tt2473510,Paranormal Activity: The Ghost Dimension,2015,Gregory Plotkin,Blumhouse Productions,10427,10000000.0,18000000.0,8000000.0,False
tt0107863,Posse,1993,Mario Van Peebles,PolyGram Filmed Entertainment,21083,10000000.0,18000000.0,8000000.0,False
tt0110391,Love Affair,1994,Glenn Gordon Caron,Mulholland Productions,19315,60000000.0,18000000.0,-42000000.0,False
tt0097123,Crimes and Misdemeanors,1989,Woody Allen,Jack Rollins & Charles H. Joffe Productions,10479,19000000.0,18000000.0,-1000000.0,False
tt0124879,Simon Birch,1998,Mark Steven Johnson,Hollywood Pictures,10350,30000000.0,18000000.0,-12000000.0,False
tt0366551,Harold & Kumar Go to White Castle,2004,Danny Leiner,Endgame Entertainment,2719,9000000.0,18000000.0,9000000.0,True
tt0272020,The Last Castle,2001,Rod Lurie,DreamWorks,5014,72000000.0,18000000.0,-54000000.0,False
tt0107079,Sugar Hill,1993,Leon Ichaso,Beacon Communications,25070,10000000.0,18000000.0,8000000.0,False
tt0435705,Next,2007,Lee Tamahori,Paramount Pictures,5265,70000000.0,18000000.0,-52000000.0,False
tt0083798,Dead Men Don't Wear Plaid,1982,Carl Reiner,Aspen Film Society,16203,9000000.0,18000000.0,9000000.0,False
tt0221218,The Glass House,2001,Daniel Sackheim,Columbia Pictures,6254,30000000.0,18000000.0,-12000000.0,False
tt0110516,Milk Money,1994,Richard Benjamin,Paramount Pictures,13758,-1.0,18000000.0,,False
tt0090103,The Sure Thing,1985,Rob Reiner,Embassy Pictures,8236,4500000.0,18000000.0,13500000.0,False
tt1991245,Chernobyl Diaries,2012,Bradley Parker,Alcon Entertainment,6785,1000000.0,18000000.0,17000000.0,False
tt0116830,Last Man Standing,1996,Walter Hill,New Line Cinema,8721,67000000.0,18000000.0,-49000000.0,False
tt0099472,DuckTales the Movie: Treasure of the Lost Lamp,1990,Bob Hathcock,Disney Television Animation,13045,-1.0,18000000.0,,False
tt0407121,Pooh's Heffalump Movie,2005,Frank Nissen,Walt Disney Pictures,27135,20000000.0,18000000.0,-2000000.0,False
tt5726616,Call Me by Your Name,2017,Luca Guadagnino,Frenesy Film Company,337,4285408.185129633,18000000.0,13714591.814870367,True
tt0111686,Wes Craven's New Nightmare,1994,Wes Craven,New Line Cinema,7375,8000000.0,18000000.0,10000000.0,False
tt0118715,The Big Lebowski,1998,Joel Coen,Polygram Filmed Entertainment,634,15000000.0,18000000.0,3000000.0,True
tt0091295,"Jo Jo Dancer, Your Life Is Calling",1986,Richard Pryor,Columbia Pictures,38721,14000000.0,18000000.0,4000000.0,False
tt1814621,Admission,2013,Paul Weitz,Focus Features,7940,13000000.0,18000000.0,5000000.0,False
tt0080861,Herbie Goes Bananas,1980,Vincent McEveety,Walt Disney Productions,20426,-1.0,18000000.0,,False
tt0082533,The Howling,1981,Joe Dante,Embassy Pictures,5773,1000000.0,18000000.0,17000000.0,False
tt0105706,Used People,1992,Beeban Kidron,JVC Entertainment Networks,50262,16000000.0,18000000.0,2000000.0,False
tt7905466,They Shall Not Grow Old,2018,Peter Jackson,House Productions,3534,-1.0,18000000.0,,False
tt0106500,CB4,1993,Tamra Davis,Imagine Entertainment,19026,-1.0,18000000.0,,False
tt0106466,Born Yesterday,1993,Luis Mandoki,Hollywood Pictures,28959,-1.0,18000000.0,,False
tt0115986,The Crow: City of Angels,1996,Tim Pope,Bad Bird Productions,10898,13000000.0,18000000.0,5000000.0,False
tt0208874,The Contender,2000,Rod Lurie,Cinerenta Medienbeteiligungs KG,17295,20000000.0,18000000.0,-2000000.0,False
tt0323033,Laws of Attraction,2004,Peter Howitt,Deep River Productions,18068,32000000.0,18000000.0,-14000000.0,False
tt0101902,For the Boys,1991,Mark Rydell,All Girl Productions,31931,40000000.0,18000000.0,-22000000.0,False
tt5691024,Show Dogs,2018,Raja Gosnell,Neddy Dean Productions,11045,5500000.0,18000000.0,12500000.0,False
tt0100611,Sibling Rivalry,1990,Carl Reiner,Castle Rock Entertainment,34292,16000000.0,18000000.0,2000000.0,False
tt0164114,Drive Me Crazy,1999,John Schultz,Twentieth Century Fox,11174,8500000.0,18000000.0,9500000.0,False
tt0272338,Punch-Drunk Love,2002,Paul Thomas Anderson,New Line Cinema,2913,25000000.0,18000000.0,-7000000.0,False
tt6628394,Bad Times at the El Royale,2018,Drew Goddard,Goddard Textiles,996,32000000.0,18000000.0,-14000000.0,True
tt0080888,Honeysuckle Rose,1980,Jerry Schatzberg,Major Studio Partners,24094,-1.0,18000000.0,,False
tt0462519,School for Scoundrels,2006,Todd Phillips,Dimension Films,19341,35000000.0,18000000.0,-17000000.0,False
tt1322312,Going the Distance,2010,Nanette Burstein,New Line Cinema,7410,32000000.0,18000000.0,-14000000.0,False
tt5109784,Mother!,2017,Darren Aronofsky,Paramount Pictures,632,30000000.0,18000000.0,-12000000.0,True
tt1798603,Bad Santa 2,2016,Mark Waters,Broad Green Pictures,13303,26000000.0,18000000.0,-8000000.0,False
tt0310281,A Mighty Wind,2003,Christopher Guest,Castle Rock Entertainment,10948,-1.0,18000000.0,,False
tt2458776,Bears,2014,Alastair Fothergill,Disneynature,36114,5000000.0,18000000.0,13000000.0,False
tt0356150,EuroTrip,2004,Jeff Schaffer,DreamWorks,1761,25000000.0,18000000.0,-7000000.0,True
tt0090927,The Delta Force,1986,Menahem Golan,Golan-Globus Productions,6681,12000000.0,18000000.0,6000000.0,False
tt0095271,Halloween 4: The Return of Michael Myers,1988,Dwight H. Little,Trancas International Films,9912,5000000.0,18000000.0,13000000.0,False
tt2080374,Steve Jobs,2015,Danny Boyle,Universal Pictures,2788,30000000.0,18000000.0,-12000000.0,False
tt0144814,The Rage: Carrie 2,1999,Katt Shea,United Artists,10900,21000000.0,18000000.0,-3000000.0,False
tt1659337,The Perks of Being a Wallflower,2012,Stephen Chbosky,Summit Entertainment,1237,13000000.0,18000000.0,5000000.0,True
tt3168230,Mr. Holmes,2015,Arthur Conan Doyle,Miramax,13199,11000000.0,18000000.0,7000000.0,False
tt0112499,The Big Green,1995,Holly Goldberg Sloan,Caravan Pictures,11958,12000000.0,18000000.0,6000000.0,False
tt0076044,For the Love of Benji,1977,Joe Camp,Mulberry Square Productions,64681,-1.0,18000000.0,,False
tt8637428,The Farewell,2019,Lulu Wang,Big Beach Films,501,-1.0,18000000.0,,True
tt0110006,Heavyweights,1995,Steven Brill,Caravan Pictures,3223,-1.0,18000000.0,,False
tt1772240,Apollo 18,2011,Gonzalo López-Gallego,Dimension Films,8096,5000000.0,18000000.0,13000000.0,False
tt0092654,The Big Easy,1986,Jim McBride,Kings Road Entertainment,8689,-1.0,18000000.0,,False
tt0332712,My Baby's Daddy,2004,Cheryl Dunye,Miramax,32287,12000000.0,18000000.0,6000000.0,False
tt0846308,Kit Kittredge: An American Girl,2008,Patricia Rozema,Picturehouse,18947,10000000.0,18000000.0,8000000.0,False
tt1821549,Nebraska,2013,Alexander Payne,Paramount Vantage,5916,12000000.0,18000000.0,6000000.0,False
tt0095174,Frantic,1988,Roman Polanski,Warner Bros.,6803,20000000.0,18000000.0,-2000000.0,False
tt0492389,Furry Vengeance,2010,Roger Kumble,Summit Entertainment,12740,35000000.0,18000000.0,-17000000.0,False
tt0119925,The Postman,1997,Kevin Costner,Tig Productions,1658,80000000.0,18000000.0,-62000000.0,True
tt1904996,Parker,2013,Taylor Hackford,Incentive Filmed Entertainment,5365,35000000.0,18000000.0,-17000000.0,False
tt0085919,Max Dugan Returns,1983,Herbert Ross,Twentieth Century Fox,27038,-1.0,18000000.0,,False
tt5208252,Operation Finale,2018,Chris Weitz,Metro-Goldwyn-Mayer (MGM),3142,24000000.0,18000000.0,-6000000.0,False
tt0498353,Hostel: Part II,2007,Eli Roth,Lionsgate,3325,10000000.0,18000000.0,8000000.0,False
tt0455590,The Last King of Scotland,2006,Kevin Macdonald,Fox Searchlight Pictures,6131,6000000.0,18000000.0,12000000.0,False
tt0262396,Empire,2002,Franc. Reyes,Arenas Entertainment,24202,4000000.0,18000000.0,14000000.0,False
tt0082351,Eye of the Needle,1981,Richard Marquand,Kings Road Entertainment,12219,-1.0,18000000.0,,False
tt0301181,Deliver Us from Eva,2003,Gary Hardwick,Baltimore Spring Creek Productions,19941,-1.0,18000000.0,,False
tt1730768,The Zookeeper's Wife,2017,Niki Caro,Scion Films,5629,20000000.0,18000000.0,-2000000.0,False
tt0083163,Take This Job and Shove It,1981,Gus Trikonis,Cinema Group Ventures,36597,3500000.0,18000000.0,14500000.0,False
tt7388562,"Paul, Apostle of Christ",2018,Andrew Hyatt,Affirm Films,7951,5000000.0,18000000.0,13000000.0,False
tt2390361,Enough Said,2013,Nicole Holofcener,Fox Searchlight Pictures,9045,8000000.0,18000000.0,10000000.0,False
tt0095409,Johnny Be Good,1988,Bud S. Smith,Zacharias-Buhai Productions,6033,22000000.0,18000000.0,-4000000.0,False
tt7775622,Free Solo,2018,Jimmy Chin,Little Monster Films,4240,-1.0,18000000.0,,False
tt0089348,Invasion U.S.A.,1985,Joseph Zito,Cannon Films,11796,10000000.0,18000000.0,8000000.0,False
tt0103747,The Babe,1992,Arthur Hiller,Universal Pictures,9366,-1.0,18000000.0,,False
tt0938330,Silent Hill: Revelation,2012,M.J. Bassett,Davis-Films,4321,20000000.0,18000000.0,-2000000.0,False
tt0113321,Home for the Holidays,1995,Jodie Foster,Paramount Pictures,19102,20000000.0,18000000.0,-2000000.0,False
tt0134619,Disturbing Behavior,1998,David Nutter,Metro-Goldwyn-Mayer (MGM),6139,15000000.0,18000000.0,3000000.0,False
tt0095169,For Keeps?,1988,John G. Avildsen,TriStar Pictures,13942,-1.0,18000000.0,,False
tt0087589,Lassiter,1984,Roger Young,Golden Harvest Company,24438,-1.0,18000000.0,,False
tt0465551,Notes on a Scandal,2006,Richard Eyre,Fox Searchlight Pictures,4639,15000000.0,18000000.0,3000000.0,False
tt3850214,Dope,2015,Rick Famuyiwa,i am OTHER,6185,7000000.0,18000000.0,11000000.0,False
tt1966359,Father Figures,2017,Lawrence Sher,Alcon Entertainment,10716,25000000.0,18000000.0,-7000000.0,False
tt5688932,Sorry to Bother You,2018,Boots Riley,Cinereach,2437,3200000.0,17000000.0,13800000.0,True
tt0086896,Angel,1984,Robert Vincent O'Neil,Adams Apple Film Company,11390,3000000.0,17000000.0,14000000.0,False
tt0103251,White Palace,1990,Luis Mandoki,Universal Pictures,12786,-1.0,17000000.0,,False
tt0199753,Red Planet,2000,Antony Hoffman,Warner Bros.,5236,80000000.0,17000000.0,-63000000.0,False
tt0120693,Half Baked,1998,Tamra Davis,Robert Simonds Productions,6485,8000000.0,17000000.0,9000000.0,False
tt1655460,Wanderlust,2012,David Wain,A Hot Dog,6703,-1.0,17000000.0,,False
tt0963794,The Ruins,2008,Carter Smith,DreamWorks,4425,8000000.0,17000000.0,9000000.0,False
tt2387433,Dark Skies,2013,Scott Stewart,Alliance Films,5888,3500000.0,17000000.0,13500000.0,False
tt5270948,Chappaquiddick,2017,John Curran,Apex Entertainment,10720,13000000.0,17000000.0,4000000.0,False
tt2205401,Addicted,2014,Bille Woodruff,Codeblack Entertainment,4828,5000000.0,17000000.0,12000000.0,False
tt0113870,Murder in the First,1995,Marc Rocco,Warner Bros.,11132,-1.0,17000000.0,,False
tt0403455,Roll Bounce,2005,Malcolm D. Lee,State Street Pictures,6321,-1.0,17000000.0,,False
tt0116259,Extreme Measures,1996,Michael Apted,Castle Rock Entertainment,21240,38000000.0,17000000.0,-21000000.0,False
tt0082869,Outland,1981,Peter Hyams,The Ladd Company,9106,16000000.0,17000000.0,1000000.0,False
tt0100240,The NeverEnding Story II: The Next Chapter,1990,George Miller,Warner Bros.,9308,36000000.0,17000000.0,-19000000.0,False
tt2461150,Masterminds,2016,Jared Hess,Broadway Video,5433,25000000.0,17000000.0,-8000000.0,False
tt0110613,My Girl 2,1994,Howard Zieff,Imagine Films Entertainment,7779,-1.0,17000000.0,,False
tt0092690,Born in East L.A.,1987,Cheech Marin,Clear Type,18400,-1.0,17000000.0,,False
tt0086525,Valley Girl,1983,Martha Coolidge,Valley 9000 Productions,7081,350000.0,17000000.0,16650000.0,False
tt0093507,Masters of the Universe,1987,Gary Goddard,Golan-Globus Productions,2474,22000000.0,17000000.0,-5000000.0,True
tt2828996,A Haunted House 2,2014,Michael Tiddes,Baby Way Productions,9653,4000000.0,17000000.0,13000000.0,False
tt0397078,Just My Luck,2006,Donald Petrie,New Regency Pictures,9629,28000000.0,17000000.0,-11000000.0,False
tt0117331,The Phantom,1996,Simon Wincer,Paramount Pictures,7873,45000000.0,17000000.0,-28000000.0,False
tt0271367,Eight Legged Freaks,2002,Ellory Elkayem,Warner Bros.,6150,30000000.0,17000000.0,-13000000.0,False
tt0110527,Miracle on 34th Street,1994,Les Mayfield,Twentieth Century Fox,14990,-1.0,17000000.0,,False
tt0090180,To Live and Die in L.A.,1985,William Friedkin,SLM Production Group,6102,6000000.0,17000000.0,11000000.0,False
tt0494238,Inkheart,2008,Iain Softley,New Line Cinema,8152,60000000.0,17000000.0,-43000000.0,False
tt7752126,Brightburn,2019,David Yarovesky,Screen Gems,198,6000000.0,17000000.0,11000000.0,True
tt0273799,Max Keeble's Big Move,2001,Tim Hill,Walt Disney Pictures,11230,25000000.0,17000000.0,-8000000.0,False
tt0106489,A Bronx Tale,1993,Robert De Niro,Price Entertainment,3199,22000000.0,17000000.0,-5000000.0,False
tt2378507,The Glass Castle,2017,Destin Daniel Cretton,Lionsgate,3604,9000000.0,17000000.0,8000000.0,False
tt0196216,Small Time Crooks,2000,Woody Allen,DreamWorks,17952,25000000.0,17000000.0,-8000000.0,False
tt0765443,Eastern Promises,2007,David Cronenberg,Kudos Film and Television,3315,29274004.68384075,17000000.0,-12274004.683840752,False
tt1972571,A Most Wanted Man,2014,Anton Corbijn,Lionsgate,5958,15000000.0,17000000.0,2000000.0,False
tt0085154,All the Right Moves,1983,Michael Chapman,Lucille Ball Productions,7119,5600000.0,17000000.0,11400000.0,False
tt1083456,Fired Up!,2009,Will Gluck,Screen Gems,6261,20000000.0,17000000.0,-3000000.0,False
tt1121096,Seventh Son,2014,Sergei Bodrov,Beijing Skywheel Entertainment Co.,3359,95000000.0,17000000.0,-78000000.0,False
tt0102070,Hudson Hawk,1991,Michael Lehmann,TriStar Pictures,6820,65000000.0,17000000.0,-48000000.0,False
tt0091530,The Mission,1986,Roland Joffé,Warner Bros.,5738,24000000.0,17000000.0,-7000000.0,False
tt0411061,88 Minutes,2007,Jon Avnet,Millennium Films,11450,30000000.0,17000000.0,-13000000.0,False
tt0210616,Center Stage,2000,Nicholas Hytner,Columbia Pictures,4798,29000000.0,17000000.0,-12000000.0,False
tt0116320,Fled,1996,Kevin Hooks,Metro-Goldwyn-Mayer (MGM),25805,25000000.0,17000000.0,-8000000.0,False
tt0092563,Angel Heart,1987,Alan Parker,Carolco International N.V.,3958,17000000.0,17000000.0,0.0,False
tt0105402,Sidekicks,1992,Aaron Norris,Gallery Films,12240,-1.0,17000000.0,,False
tt1656190,Safe,2012,Boaz Yakin,IM Global,8547,30000000.0,17000000.0,-13000000.0,False
tt0087231,The Falcon and the Snowman,1985,John Schlesinger,Hemdale,7739,12000000.0,17000000.0,5000000.0,False
tt0104299,Freejack,1992,Geoff Murphy,Morgan Creek Entertainment,12262,30000000.0,17000000.0,-13000000.0,False
tt0417433,Annapolis,2006,Justin Lin,Touchstone Pictures,13276,26000000.0,17000000.0,-9000000.0,False
tt0373074,Kung Fu Hustle,2004,Stephen Chow,Columbia Pictures Film Production Asia,3674,20000000.0,17000000.0,-3000000.0,False
tt0128445,Rushmore,1998,Wes Anderson,American Empirical Pictures,4361,9000000.0,17000000.0,8000000.0,False
tt0116095,Diabolique,1996,Jeremiah S. Chechik,ABC Productions,12742,-1.0,17000000.0,,False
tt0105128,Pet Sematary II,1992,Mary Lambert,Paramount Pictures,7542,8000000.0,17000000.0,9000000.0,False
tt0387575,Seed of Chucky,2004,Don Mancini,Rogue Pictures,8575,12000000.0,17000000.0,5000000.0,False
tt0087262,Firestarter,1984,Mark L. Lester,Dino De Laurentiis Company,8615,15000000.0,17000000.0,2000000.0,False
tt0335559,Win a Date with Tad Hamilton!,2004,Robert Luketic,DreamWorks,12364,22000000.0,17000000.0,-5000000.0,False
tt1594972,Norm of the North,2016,Trevor Wall,Assemblage Entertainment,13759,7000000.0,17000000.0,10000000.0,False
tt0235679,Pokémon 3 the Movie: Spell of the Unown,2000,Kunihiko Yuyama,4 Kids Entertainment,17918,16000000.0,17000000.0,1000000.0,False
tt0395584,The Devil's Rejects,2005,Rob Zombie,Lions Gate Films,3048,7000000.0,17000000.0,10000000.0,False
tt0297144,Ghosts of the Abyss,2003,James Cameron,Walt Disney Pictures,24854,13000000.0,17000000.0,4000000.0,False
tt0099710,The Guardian,1990,William Friedkin,Universal Pictures,17133,-1.0,17000000.0,,False
tt0362165,Son of the Mask,2005,Lawrence Guterman,New Line Cinema,5759,84000000.0,17000000.0,-67000000.0,False
tt0887912,The Hurt Locker,2008,Kathryn Bigelow,Voltage Pictures,1967,15000000.0,17000000.0,2000000.0,True
tt0113500,Jury Duty,1995,John Fortenberry,TriStar Pictures,21932,-1.0,17000000.0,,False
tt1017460,Splice,2009,Vincenzo Natali,Gaumont,2326,30000000.0,17000000.0,-13000000.0,True
tt0202470,Rock Star,2001,Stephen Herek,Warner Bros.,5130,57000000.0,17000000.0,-40000000.0,False
tt0089424,Kiss of the Spider Woman,1985,Hector Babenco,HB Filmes,9927,-1.0,17000000.0,,False
tt0360201,Wimbledon,2004,Richard Loncraine,Universal Pictures,7006,31000000.0,17000000.0,-14000000.0,False
tt0276033,The Country Bears,2002,Peter Hastings,Walt Disney Pictures,11856,35000000.0,17000000.0,-18000000.0,False
tt2193215,The Counselor,2013,Ridley Scott,Fox 2000 Pictures,4680,25000000.0,17000000.0,-8000000.0,False
tt0181984,Boiler Room,2000,Ben Younger,New Line Cinema,5412,7000000.0,17000000.0,10000000.0,False
tt0139239,Go,1999,Doug Liman,Columbia Pictures,6481,20000000.0,17000000.0,-3000000.0,False
tt0250224,Crazy/Beautiful,2001,John Stockwell,Touchstone Pictures,9280,13000000.0,17000000.0,4000000.0,False
tt0261289,Serving Sara,2002,Reginald Hudlin,FTM Productions,21271,29000000.0,17000000.0,-12000000.0,False
tt0905372,The Thing,2011,Matthijs van Heijningen Jr.,Morgan Creek Entertainment,3122,38000000.0,17000000.0,-21000000.0,False
tt0111667,The War,1994,Jon Avnet,Island World,13795,-1.0,17000000.0,,False
tt0078034,The One and Only,1978,Carl Reiner,Balmoral Associates,47578,-1.0,17000000.0,,False
tt0085811,Krull,1983,Peter Yates,Columbia Pictures,4179,47000000.0,17000000.0,-30000000.0,False
tt0084945,Zapped!,1982,Robert J. Rosenthal,Apple / Rose Productions,4131,-1.0,17000000.0,,False
tt0084786,They Call Me Bruce,1982,Elliott Hong,Gold Pine Productions,18882,-1.0,17000000.0,,False
tt2039338,Flatliners,2017,Niels Arden Oplev,Columbia Pictures,5492,19000000.0,17000000.0,-2000000.0,False
tt0099385,Death Warrant,1990,Deran Sarafian,Cannon Films,13099,4000000.0,17000000.0,13000000.0,False
tt0109190,Baby's Day Out,1994,Patrick Read Johnson,Twentieth Century Fox,5789,48000000.0,17000000.0,-31000000.0,False
tt0110353,Lightning Jack,1994,Simon Wincer,Lightning Ridge,17428,-1.0,17000000.0,,False
tt0109120,Andre,1994,George Miller,Paramount Pictures,17677,-1.0,17000000.0,,False
tt0160484,Lost Souls,2000,Janusz Kaminski,Prufrock Pictures,28720,50000000.0,17000000.0,-33000000.0,False
tt0455760,Dead Silence,2007,James Wan,Universal Pictures,5248,20000000.0,17000000.0,-3000000.0,False
tt0376108,Rebound,2005,Steve Carr,Twentieth Century Fox,15523,33000000.0,17000000.0,-16000000.0,False
tt0163988,Bringing Out the Dead,1999,Martin Scorsese,De Fina-Cappa,6707,55000000.0,17000000.0,-38000000.0,False
tt6811018,The Kid Who Would Be King,2019,Joe Cornish,Big Talk Productions,4097,59000000.0,17000000.0,-42000000.0,False
tt5390504,Detroit,2017,Kathryn Bigelow,Annapurna Pictures,3561,34000000.0,17000000.0,-17000000.0,False
tt0318462,The Motorcycle Diaries,2004,Walter Salles,FilmFour,8975,-1.0,17000000.0,,False
tt0116365,The Frighteners,1996,Peter Jackson,Universal Pictures,4866,30000000.0,17000000.0,-13000000.0,False
tt0120577,54,1998,Mark Christopher,Dollface,6268,13000000.0,17000000.0,4000000.0,False
