imdb_id,title,year,director,production_co,rank,budget_usd,us_gross,revenue,popular
tt5655222,The Hero,2017,Brett Haley,Houston King Productions,7170,1200000.0,4099999.9999999995,2899999.9999999995,False
tt0102103,Impromptu,1991,James Lapine,C.L.G. Films,25369,-1.0,4099999.9999999995,,False
tt0119644,Meet Wally Sparks,1997,Peter Baldwin,Largo Entertainment,17610,-1.0,4099999.9999999995,,False
tt4645330,Denial,2016,Mick Jackson,Unknown,11004,10000000.0,4099999.9999999995,-5900000.0,False
tt0119038,Le Dîner de Cons,1998,Francis Veber,Gaumont,17481,13392778.458825424,4099999.9999999995,-9292778.458825424,False
tt2347569,Frances Ha,2012,Noah Baumbach,Pine District Pictures,3002,-1.0,4099999.9999999995,,False
tt0377992,The Visual Bible: The Gospel of John,2003,Philip Saville,Gospel of John Ltd.,22223,10000000.0,4099999.9999999995,-5900000.0,False
tt0114614,Tank Girl,1995,Rachel Talalay,Trilogy Entertainment Group,1413,25000000.0,4099999.9999999995,-20900000.0,True
tt0301357,Good Bye Lenin!,2003,Wolfgang Becker,X-Filme Creative Pool,7833,5142489.82215556,4099999.9999999995,-1042489.8221555608,False
tt0061395,Belle de Jour,1967,Luis Buñuel,Robert et Raymond Hakim,6431,-1.0,4099999.9999999995,,False
tt0274812,Secretary,2002,Steven Shainberg,Slough Pond,1646,4000000.0,4099999.9999999995,99999.99999999953,True
tt0105130,Peter's Friends,1992,Kenneth Branagh,British Broadcasting Corporation (BBC),19325,5000000.0,4099999.9999999995,-900000.0000000005,False
tt0254099,The Anniversary Party,2001,Alan Cumming,Fine Line Features,22155,-1.0,4000000.0,,False
tt4154916,Replicas,2018,Jeffrey Nachmanoff,Company Films,2337,30000000.0,4000000.0,-26000000.0,True
tt1753549,Buck,2011,Cindy Meehl,Back Allie Productions,60803,-1.0,4000000.0,,False
tt0878835,Please Give,2010,Nicole Holofcener,Sony Pictures Classics,28122,3000000.0,4000000.0,1000000.0,False
tt0105103,Passed Away,1992,Charlie Peters,Hollywood Pictures,49979,-1.0,4000000.0,,False
tt3715320,Irrational Man,2015,Woody Allen,Gravier Productions,5591,11000000.0,4000000.0,-7000000.0,False
tt1188996,My Name Is Khan,2010,Karan Johar,Dharma Productions,9444,12000000.0,4000000.0,-8000000.0,False
tt0368794,I'm Not There,2007,Todd Haynes,Killer Films,5078,20000000.0,4000000.0,-16000000.0,False
tt5314190,Sgt. Stubby: An American Hero,2018,Richard Lanni,Fun Academy Media Group,15574,25000000.0,4000000.0,-21000000.0,False
tt2908856,My Old Lady,2014,Israel Horovitz,Katsize Films,25648,5000000.0,4000000.0,-1000000.0,False
tt0100196,Mountains of the Moon,1990,Bob Rafelson,Carolco Pictures,27119,19000000.0,4000000.0,-15000000.0,False
tt0859760,Ladrón que roba a ladrón,2007,Joe Menendez,Narrow Bridge Films,63114,1200000.0,4000000.0,2800000.0,False
tt1862079,Safety Not Guaranteed,2012,Colin Trevorrow,FilmDistrict,7194,750000.0,4000000.0,3250000.0,False
tt0100604,Short Time,1990,Gregg Champion,Gladden Entertainment,30466,-1.0,4000000.0,,False
tt0388183,King's Ransom,2005,Jeffrey W. Byrd,New Line Cinema,61618,15000000.0,4000000.0,-11000000.0,False
tt0092042,Tai-Pan,1986,Daryl Duke,De Laurentiis Entertainment Group (DEG),29995,25000000.0,4000000.0,-21000000.0,False
tt0114272,Restoration,1995,Michael Hoffman,Avenue Pictures,16303,19000000.0,4000000.0,-15000000.0,False
tt0092548,American Ninja 2: The Confrontation,1987,Sam Firstenberg,Cannon Group,23708,350000.0,4000000.0,3650000.0,False
tt0804516,P2,2007,Franck Khalfoun,P2 Productions,7645,8000000.0,4000000.0,-4000000.0,False
tt1047007,Young@Heart,2007,Stephen Walker,Fox Searchlight Pictures,87321,-1.0,4000000.0,,False
tt0100911,"Welcome Home, Roxy Carmichael",1990,Jim Abrahams,Incorporated Television Company (ITC),4753,-1.0,4000000.0,,False
tt0113089,Fluke,1995,Carlo Carlei,Metro-Goldwyn-Mayer (MGM),19456,15000000.0,4000000.0,-11000000.0,False
tt4573516,Sleight,2016,J.D. Dillard,Diablo Entertainment (II),18262,250000.0,4000000.0,3750000.0,False
tt0114108,The Pebble and the Penguin,1995,Don Bluth,Metro-Goldwyn-Mayer (MGM),23035,28000000.0,4000000.0,-24000000.0,False
tt0145734,Playing by Heart,1998,Willard Carroll,Hyperion Pictures,12064,20000000.0,4000000.0,-16000000.0,False
tt0094712,Bat*21,1988,Peter Markle,TriStar Pictures,22211,-1.0,4000000.0,,False
tt0095613,Memories of Me,1988,Henry Winkler,Metro-Goldwyn-Mayer (MGM),37335,12000000.0,4000000.0,-8000000.0,False
tt0438315,Peaceful Warrior,2006,Victor Salva,DEJ Productions,8242,10000000.0,4000000.0,-6000000.0,False
tt0097790,Loverboy,1989,Joan Micklin Silver,Crescent Film Enterprises,9376,-1.0,4000000.0,,False
tt2473794,Mr. Turner,2014,Mike Leigh,Amusement Park Films,12439,9601873.536299765,4000000.0,-5601873.536299765,False
tt0155388,The Winslow Boy,1999,David Mamet,Winslow Partners Ltd.,25036,-1.0,4000000.0,,False
tt0098090,The Phantom of the Opera,1989,Dwight H. Little,21st Century Film Corporation,16117,-1.0,4000000.0,,False
tt0423977,Charlie Bartlett,2007,Jon Poll,Metro-Goldwyn-Mayer (MGM),7945,12000000.0,4000000.0,-8000000.0,False
tt1588337,Of Gods and Men,2010,Xavier Beauvois,Why Not Productions,22525,4285408.185129633,4000000.0,-285408.1851296332,False
tt0113199,Gordy,1994,Mark Lewis,RAS,32881,-1.0,3900000.0,,False
tt0091480,Manon of the Spring,1986,Claude Berri,DD Productions,18012,-1.0,3900000.0,,False
tt0080157,Yanks,1979,John Schlesinger,CIP Filmproduktion GmbH,21419,6000000.0,3900000.0,-2100000.0,False
tt0077296,Caravans,1978,James Fargo,FIDCI,48612,14000000.0,3900000.0,-10100000.0,False
tt0093589,My Demon Lover,1987,Charlie Loventhal,New Line Cinema,43820,-1.0,3900000.0,,False
tt0255055,China: The Panda Adventure,2001,Robert M. Young,San Diego Zoo,197203,-1.0,3900000.0,,False
tt0097257,Earth Girls Are Easy,1988,Julien Temple,De Laurentiis Entertainment Group (DEG),3200,10000000.0,3900000.0,-6100000.0,False
tt4520364,Morgan,2016,Luke Scott,Burk A Project,4886,8000000.0,3900000.0,-4100000.0,False
tt0081414,Resurrection,1980,Daniel Petrie,Universal Pictures,26857,-1.0,3900000.0,,False
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,2007,Andrew Dominik,Warner Bros.,3020,30000000.0,3900000.0,-26100000.0,False
tt1723811,Shame,2011,Steve McQueen,See-Saw Films,2237,6500000.0,3900000.0,-2600000.0,True
tt0100332,Paris Is Burning,1990,Jennie Livingston,Art Matters Inc.,8325,500000.0,3900000.0,3400000.0,False
tt0108517,Warlock: The Armageddon,1993,Anthony Hickox,Trimark Pictures,18459,3000000.0,3900000.0,900000.0,False
tt3387266,A United Kingdom,2016,Amma Asante,Pathe UK,7193,14000000.0,3900000.0,-10100000.0,False
tt0091472,The Manhattan Project,1986,Marshall Brickman,Gladden Entertainment,18656,18000000.0,3900000.0,-14100000.0,False
tt0283900,L'auberge espagnole,2002,Cédric Klapisch,Bac Films,18299,5678165.845296765,3900000.0,-1778165.8452967647,False
tt0389831,Camping sauvage,2004,André Ducharme,Ciné-Roman Inc.,133422,3832752.613240418,3900000.0,67247.38675958198,False
tt0415978,Me and You and Everyone We Know,2005,Miranda July,IFC Films,20072,2000000.0,3900000.0,1900000.0,False
tt0787524,The Man Who Knew Infinity,2015,Matt Brown,Edward R. Pressman Film,7667,10000000.0,3900000.0,-6100000.0,False
tt0087268,Flashpoint,1984,William Tannen,HBO Pictures,31944,-1.0,3900000.0,,False
tt0348593,The Door in the Floor,2004,Tod Williams,Focus Features,12774,7500000.0,3900000.0,-3600000.0,False
tt0089265,The Heavenly Kid,1985,Cary Medoway,Engelberg-Sumner-Cheikes,5685,-1.0,3900000.0,,False
tt0086979,Blood Simple,1984,Joel Coen,River Road Productions,4594,1500000.0,3900000.0,2400000.0,False
tt0095145,Feds,1988,Daniel Goldberg,Warner Bros.,41268,-1.0,3800000.0,,False
tt0093648,North Shore,1987,William Phelps,Finnegan/Pinchuk Productions,15870,-1.0,3800000.0,,False
tt0216800,With a Friend Like Harry...,2000,Dominik Moll,Canal+,39095,-1.0,3800000.0,,False
tt2178470,Yeh Jawaani Hai Deewani,2013,Ayan Mukherjee,Dharma Productions,11817,-1.0,3800000.0,,False
tt4897822,Where to Invade Next,2015,Michael Moore,Dog Eat Dog Films,19492,-1.0,3800000.0,,False
tt2718492,Ida,2013,Pawel Pawlikowski,Opus Film,7474,-1.0,3800000.0,,False
tt0378947,Melinda and Melinda,2004,Woody Allen,Fox Searchlight Pictures,20604,-1.0,3800000.0,,False
tt0360916,The Real Cancun,2003,Rick de Oliveira,Bunim-Murray Productions (BMP),32704,7500000.0,3800000.0,-3700000.0,False
tt0084242,Let's Spend the Night Together,1982,Hal Ashby,Northstar Media,91337,-1.0,3800000.0,,False
tt1331025,The September Issue,2009,R.J. Cutler,A&E IndieFilms,32412,-1.0,3800000.0,,False
tt1472584,Max Steel,2016,Stewart Hendler,Dolphin Entertainment,15832,10000000.0,3800000.0,-6200000.0,False
tt0315273,Benji: Off the Leash!,2004,Joe Camp,Benji Returns,93837,-1.0,3800000.0,,False
tt4191702,Norman,2016,Joseph Cedar,Blackbird,21332,-1.0,3800000.0,,False
tt0094919,Critters 2,1988,Mick Garris,New Line Cinema,12162,4500000.0,3800000.0,-700000.0,False
tt0115751,Breaking the Waves,1996,Lars von Trier,ARTE,5554,-1.0,3800000.0,,False
tt0280477,Better Luck Tomorrow,2002,Justin Lin,Cherry Sky Films,12665,250000.0,3800000.0,3550000.0,False
tt0115736,Bound,1996,Lana Wachowski,Dino De Laurentiis Company,5031,4500000.0,3800000.0,-700000.0,False
tt0091786,Power,1986,Sidney Lumet,Lorimar Productions,23678,16000000.0,3800000.0,-12200000.0,False
tt0115624,Barb Wire,1996,David Hogan,Polygram Filmed Entertainment,7151,-1.0,3800000.0,,False
tt0084171,Jekyll and Hyde... Together Again,1982,Jerry Belson,Paramount Pictures,31170,5000000.0,3800000.0,-1200000.0,False
tt0096200,Sweet Hearts Dance,1988,Robert Greenwald,Brightstar Films,45176,9000000.0,3800000.0,-5200000.0,False
tt0285441,Atanarjuat: The Fast Runner,2001,Zacharias Kunuk,Aboriginal Peoples Television Network,34892,1393728.2229965157,3800000.0,2406271.7770034843,False
tt0084821,La traviata,1982,Franco Zeffirelli,Accent Films B.V.,55008,-1.0,3800000.0,,False
tt0110197,Jimmy Hollywood,1994,Barry Levinson,Baltimore Pictures,30660,30000000.0,3800000.0,-26200000.0,False
tt1270286,To Save a Life,2009,Brian Baugh,New Song Pictures,23819,500000.0,3800000.0,3300000.0,False
tt0383694,Vera Drake,2004,Mike Leigh,Les Films Alain Sarde,16392,11000000.0,3800000.0,-7200000.0,False
tt4853102,Batman: The Killing Joke,2016,Sam Liu,Warner Bros. Animation,6797,3500000.0,3800000.0,300000.0,False
tt0087042,Cheech & Chong's the Corsican Brothers,1984,Tommy Chong,Orion Pictures,31748,-1.0,3800000.0,,False
tt0093560,The Monster Squad,1987,Fred Dekker,TAFT Entertainment Pictures,6793,12000000.0,3800000.0,-8200000.0,False
tt2258345,Fading Gigolo,2013,John Turturro,Antidote Films (I),14251,-1.0,3800000.0,,False
tt0097243,A Dry White Season,1989,Euzhan Palcy,Davros Films,17049,-1.0,3800000.0,,False
tt1068646,The Class,2008,Laurent Cantet,Haut et Court,17871,-1.0,3800000.0,,False
tt0379889,The Merchant of Venice,2004,Michael Radford,Movision,9836,30000000.0,3800000.0,-26200000.0,False
tt0081747,When Time Ran Out...,1980,James Goldstone,International Cinema,18363,20000000.0,3800000.0,-16200000.0,False
tt1366365,The Cold Light of Day,2012,Mabrouk El Mechri,Summit Entertainment,5905,20000000.0,3800000.0,-16200000.0,False
tt2401878,Anomalisa,2015,Duke Johnson,Paramount Animation,5722,8000000.0,3800000.0,-4200000.0,False
tt3352390,Friend Request,2016,Simon Verhoeven,Wiedemann & Berg Filmproduktion,8284,9900000.0,3800000.0,-6100000.0,False
tt0095360,Imagine: John Lennon,1988,Andrew Solt,Warner Bros.,41973,-1.0,3800000.0,,False
tt0120735,"Lock, Stock and Two Smoking Barrels",1998,Guy Ritchie,Summit Entertainment,881,1124121.7798594849,3800000.0,2675878.220140515,True
tt0102395,Mannequin: On the Move,1991,Stewart Raffill,Gladden Entertainment,13840,13000000.0,3800000.0,-9200000.0,False
tt0092534,Allan Quatermain and the Lost City of Gold,1986,Gary Nelson,Golan-Globus Productions,11742,13000000.0,3800000.0,-9200000.0,False
tt3416532,A Monster Calls,2016,J.A. Bayona,Participant,5317,43000000.0,3700000.0,-39300000.0,False
tt0087229,Exterminator 2,1984,Mark Buntzman,Cannon Group,29388,-1.0,3700000.0,,False
tt0165859,Liberty Heights,1999,Barry Levinson,Baltimore Pictures,25165,-1.0,3700000.0,,False
tt0455805,Then She Found Me,2007,Helen Hunt,Odyssey Entertainment,28945,3500000.0,3700000.0,200000.0,False
tt0114928,White Man's Burden,1995,Desmond Nakano,A Band Apart,24230,7000000.0,3700000.0,-3300000.0,False
tt0113533,Born to Be Wild,1995,John Gray,Warner Bros.,26811,-1.0,3700000.0,,False
tt0084589,The Return of Martin Guerre,1982,Daniel Vigne,S.F.P.C.,33469,-1.0,3700000.0,,False
tt0104376,The Gun in Betty Lou's Handbag,1992,Allan Moyle,In The Bag Productions,44035,13000000.0,3700000.0,-9300000.0,False
tt0120687,The Governess,1998,Sandra Goldbacher,Arts Council of England,46771,-1.0,3700000.0,,False
tt0117260,Original Gangstas,1996,Larry Cohen,Po' Boy Productions,38051,4800000.0,3700000.0,-1100000.0,False
tt2649554,Midnight Special,2016,Jeff Nichols,Warner Bros.,3655,18000000.0,3700000.0,-14300000.0,False
tt0314630,The Secret Lives of Dentists,2002,Alan Rudolph,Holedigger Films,53527,-1.0,3700000.0,,False
tt7545524,Ben Is Back,2018,Peter Hedges,Black Bear Pictures,5044,13000000.0,3700000.0,-9300000.0,False
tt1727776,Scouts Guide to the Zombie Apocalypse,2015,Christopher Landon,Paramount Pictures,3116,15000000.0,3700000.0,-11300000.0,False
tt0082958,The Pursuit of D.B. Cooper,1981,Roger Spottiswoode,PolyGram Filmed Entertainment,39165,12000000.0,3700000.0,-8300000.0,False
tt2125608,Searching for Sugar Man,2012,Malik Bendjelloul,Red Box Films,11865,-1.0,3700000.0,,False
tt1062772,Ne Zha,2019,Yu Yang,Coco Cartoon,2585,-1.0,3700000.0,,True
tt0117364,The Portrait of a Lady,1996,Jane Campion,Polygram Filmed Entertainment,9815,-1.0,3700000.0,,False
tt0098678,Worth Winning,1989,Will Mackenzie,A&M Films,35563,-1.0,3700000.0,,False
tt0094138,Three O'Clock High,1987,Phil Joanou,Universal Pictures,4774,6000000.0,3700000.0,-2300000.0,False
tt0255477,Pinocchio,2002,Roberto Benigni,Melampo Cinematografica,7142,42854081.851296335,3700000.0,-39154081.851296335,False
tt0308508,Step Into Liquid,2003,Dana Brown,New Visual Entertainment,84033,-1.0,3700000.0,,False
tt0338095,High Tension,2003,Alexandre Aja,Alexandre Films,3858,2356974.5018212986,3700000.0,1343025.4981787014,False
tt1285241,Don 2,2011,Farhan Akhtar,Excel Entertainment,13497,17000000.0,3700000.0,-13300000.0,False
tt3722234,Gosnell: The Trial of America's Biggest Serial Killer,2018,Nick Searcy,Hat Tip Films,18788,-1.0,3700000.0,,False
tt0087004,The Brother from Another Planet,1984,John Sayles,Anarchist's Convention Films,19768,350000.0,3700000.0,3350000.0,False
tt0448134,Sunshine,2007,Danny Boyle,DNA Films,2438,30444964.87119438,3700000.0,-26744964.87119438,True
tt0116922,Lost Highway,1997,David Lynch,CiBy 2000,3015,15000000.0,3700000.0,-11300000.0,False
tt0112443,Bad Company,1995,Damian Harris,Touchstone Pictures,34818,15000000.0,3700000.0,-11300000.0,False
tt0298408,Laurel Canyon,2002,Lisa Cholodenko,Sony Pictures Classics,11352,-1.0,3700000.0,,False
tt0109361,Cabin Boy,1994,Adam Resnick,Touchstone Pictures,15017,-1.0,3700000.0,,False
tt9248972,Mission Mangal,2019,Jagan Shakti,Cape of Good Films,14082,-1.0,3700000.0,,False
tt1974420,Rules Don't Apply,2016,Warren Beatty,New Regency Pictures,7100,25000000.0,3700000.0,-21300000.0,False
tt0387898,Caché,2005,Michael Haneke,Les Films du Losange,5418,8570816.370259266,3600000.0,-4970816.370259266,False
tt0180093,Requiem for a Dream,2000,Darren Aronofsky,Artisan Entertainment,677,4500000.0,3600000.0,-900000.0,True
tt0372824,The Chorus,2004,Christophe Barratier,Vega Film,9205,5892436.254553246,3600000.0,-2292436.2545532463,False
tt4357170,A la mala,2015,Pitipol Ybarra,Unknown,32512,-1.0,3600000.0,,False
tt0371257,Stay,2005,Marc Forster,Regency Enterprises,7513,50000000.0,3600000.0,-46400000.0,False
tt0117965,The Trigger Effect,1996,David Koepp,Amblin Entertainment,14636,8000000.0,3600000.0,-4400000.0,False
tt3233418,Spare Parts,2015,Sean McNamara,Brookwell-McNamara Entertainment,16671,-1.0,3600000.0,,False
tt1412528,Table 19,2017,Jeffrey Blitz,3311 Productions,11664,5000000.0,3600000.0,-1400000.0,False
tt0102493,My Heroes Have Always Been Cowboys,1991,Stuart Rosenberg,Home Grown Inc.,32365,-1.0,3600000.0,,False
tt1661275,Their Finest,2016,Lone Scherfig,BBC Films,6005,10713520.462824084,3600000.0,-7113520.462824084,False
tt0118541,8 Heads in a Duffel Bag,1997,Tom Schulman,Orion Pictures,23088,3000000.0,3600000.0,600000.0,False
tt0072750,Bug,1975,Jeannot Szwarc,William Castle Productions,7132,-1.0,3600000.0,,False
tt0119887,The Pest,1997,Paul Miller,Papazian-Hirsch Entertainment International,14550,17000000.0,3600000.0,-13400000.0,False
tt6574272,Phoenix Forgotten,2017,Justin Barber,Cinelou Films,14934,2800000.0,3600000.0,800000.0,False
tt2234003,Calvary,2014,John Michael McDonagh,Fox Searchlight Pictures,10537,-1.0,3600000.0,,False
tt1024943,Om Shanti Om,2007,Farah Khan,Films & Casting Temple Pvt. Ltd. Sydney,10295,-1.0,3600000.0,,False
tt0090217,Turk 182,1985,Bob Clark,Interscope Communications,21807,-1.0,3600000.0,,False
tt3787590,We Are Your Friends,2015,Max Joseph,StudioCanal,5869,2000000.0,3600000.0,1600000.0,False
tt2870708,Wish I Was Here,2014,Zach Braff,Worldview Entertainment,9846,6000000.0,3600000.0,-2400000.0,False
tt0094961,Dead Heat,1988,Mark Goldblatt,Helpern / Meltzer,17266,5000000.0,3600000.0,-1400000.0,False
tt0095801,Bagdad Cafe,1987,Percy Adlon,Pelemele Film,15977,-1.0,3600000.0,,False
tt0084920,Wrong Is Right,1982,Richard Brooks,Columbia Pictures,26531,10000000.0,3600000.0,-6400000.0,False
tt0096291,Tougher Than Leather,1988,Rick Rubin,Def Pictures,107101,-1.0,3600000.0,,False
tt0111495,Three Colors: Red,1994,Krzysztof Kieslowski,MK2 Productions,8133,-1.0,3600000.0,,False
tt0974554,Elegy,2008,Isabel Coixet,Lakeshore Entertainment,19912,13000000.0,3600000.0,-9400000.0,False
tt0095250,The Big Blue,1988,Luc Besson,Gaumont,6689,13066125.32568334,3600000.0,-9466125.32568334,False
tt0866437,The Jane Austen Book Club,2007,Robin Swicord,Mockingbird Pictures,9294,-1.0,3600000.0,,False
tt0098022,Old Gringo,1989,Luis Puenzo,Columbia Pictures,42491,34000000.0,3600000.0,-30400000.0,False
tt1017451,The Runaways,2010,Floria Sigismondi,River Road Entertainment,5334,10000000.0,3600000.0,-6400000.0,False
tt0120742,Major League: Back to the Minors,1998,John Warren,Morgan Creek Entertainment,18485,18000000.0,3600000.0,-14400000.0,False
tt0093744,The New Adventures of Pippi Longstocking,1988,Ken Annakin,Columbia Pictures,10865,5000000.0,3600000.0,-1400000.0,False
tt0118829,Cats Don't Dance,1997,Mark Dindal,David Kirschner Productions,14411,32000000.0,3600000.0,-28400000.0,False
tt0113967,New Jersey Drive,1995,Nick Gomez,40 Acres & A Mule Filmworks,35621,5000000.0,3600000.0,-1400000.0,False
tt0097336,Fat Man and Little Boy,1989,Roland Joffé,Paramount Pictures,14942,30000000.0,3600000.0,-26400000.0,False
tt0098093,Physical Evidence,1989,Michael Crichton,Columbia Pictures,32994,17000000.0,3600000.0,-13400000.0,False
tt0105616,Tom and Jerry: The Movie,1992,William Hanna,Turner Pictures (I),10423,8000000.0,3600000.0,-4400000.0,False
tt0088851,The Bride,1985,Franc Roddam,Colgems Productions Ltd.,17855,13000000.0,3600000.0,-9400000.0,False
tt0186895,Les Boys III,2001,Louis Saia,Melenny Productions,150802,3484320.557491289,3600000.0,115679.44250871101,False
tt0095564,Madame Sousatzka,1988,John Schlesinger,Cineplex Odeon Films,49098,-1.0,3500000.0,,False
tt0102913,Shout,1991,Jeffrey Hornaday,Robert Simonds Productions,27536,-1.0,3500000.0,,False
tt0074205,The Big Bus,1976,James Frawley,Paramount Pictures,19158,-1.0,3500000.0,,False
tt0097570,In Country,1989,Norman Jewison,Warner Bros.,28896,18000000.0,3500000.0,-14500000.0,False
tt0844286,The Brothers Bloom,2008,Rian Johnson,Endgame Entertainment,6891,20000000.0,3500000.0,-16500000.0,False
tt0096259,Things Change,1988,David Mamet,Columbia Pictures,30076,-1.0,3500000.0,,False
tt0397044,Blood and Chocolate,2007,Katja von Garnier,Metro-Goldwyn-Mayer (MGM),13903,15000000.0,3500000.0,-11500000.0,False
tt0118523,'Til There Was You,1997,Scott Winant,Lakeshore Entertainment,33574,1000000.0,3500000.0,2500000.0,False
tt1440266,Pina,2011,Wim Wenders,Neue Road Movies,23781,3428326.548103707,3500000.0,71673.45189629309,False
tt0281820,The Good Thief,2002,Neil Jordan,Alliance Atlantis Communications,22341,30000000.0,3500000.0,-26500000.0,False
tt0388789,Born Into Brothels: Calcutta's Red Light Kids,2004,Zana Briski,Red Light Films,30655,-1.0,3500000.0,,False
tt1045670,Happy-Go-Lucky,2008,Mike Leigh,Film4,10155,-1.0,3500000.0,,False
tt6512428,Indivisible,2018,David G. Evans,Provident Films,20465,2700000.0,3500000.0,800000.0,False
tt0800027,Feast of Love,2007,Robert Benton,GreeneStreet Films,7581,-1.0,3500000.0,,False
tt6511932,The Beach Bum,2019,Harmony Korine,Iconoclast,2009,5000000.0,3500000.0,-1500000.0,True
tt4540710,Miss Sloane,2016,John Madden,EuropaCorp,3980,13000000.0,3500000.0,-9500000.0,False
tt0092240,The Wraith,1986,Mike Marvin,New Century Entertainment Corporation,5303,2700000.0,3500000.0,800000.0,False
tt6108178,Disobedience,2017,Sebastián Lelio,Braven Films,2723,6000000.0,3500000.0,-2500000.0,True
tt6322922,An Inconvenient Sequel: Truth to Power,2017,Bonni Cohen,Actual Films,31936,1000000.0,3500000.0,2500000.0,False
tt3612616,Mommy,2014,Xavier Dolan,Les Films Séville,2697,-1.0,3500000.0,,True
tt0379225,The Corporation,2003,Mark Achbar,Big Picture Media Corporation,23994,-1.0,3500000.0,,False
tt1486834,What If,2013,Michael Dowse,No Trace Camping,3857,11000000.0,3500000.0,-7500000.0,False
tt1758795,The To Do List,2013,Maggie Carey,3 Arts Entertainment,7744,1500000.0,3500000.0,2000000.0,False
tt0113464,Jeffrey,1995,Christopher Ashley,The Booking Office,17822,-1.0,3500000.0,,False
tt0117071,Moll Flanders,1996,Pen Densham,Metro-Goldwyn-Mayer (MGM),23307,-1.0,3500000.0,,False
tt0080855,Heaven's Gate,1980,Michael Cimino,Partisan Productions,7233,44000000.0,3500000.0,-40500000.0,False
tt4080728,A Man Called Ove,2015,Hannes Holm,Tre Vänner Produktion AB,6852,-1.0,3500000.0,,False
tt0100003,The Lemon Sisters,1989,Joyce Chopra,Lightyear Entertainment,44642,9000000.0,3500000.0,-5500000.0,False
tt3416742,What We Do in the Shadows,2014,Jemaine Clement,Unison Films,679,1600000.0,3500000.0,1900000.0,True
tt0096219,Talk Radio,1988,Oliver Stone,Cineplex Odeon Films,16037,4000000.0,3500000.0,-500000.0,False
tt6848602,Til Death Do Us Part,2017,Chris Stokes,51 Millimeter,20255,-1.0,3500000.0,,False
tt6053438,First Reformed,2017,Paul Schrader,Killer Films,2338,-1.0,3400000.0,,True
tt0213847,Malena,2000,Giuseppe Tornatore,Medusa Film,1417,-1.0,3400000.0,,True
tt3062976,Learning to Drive,2014,Isabel Coixet,Broad Green Pictures,24740,-1.0,3400000.0,,False
tt0119152,Free Willy 3: The Rescue,1997,Sam Pillsbury,Warner Bros.,12908,-1.0,3400000.0,,False
tt5607096,"Juliet, Naked",2018,Jesse Peretz,Los Angeles Media Fund (LAMF),4923,-1.0,3400000.0,,False
tt0449994,Jodhaa Akbar,2008,Ashutosh Gowariker,Ashutosh Gowariker Productions,18291,5305461.973101308,3400000.0,-1905461.9731013076,False
tt0188160,Price of Glory,2000,Carlos Avila,New Line Cinema,41122,18000000.0,3400000.0,-14600000.0,False
tt0482629,The Ultimate Gift,2006,Michael O. Sajbel,The Ultimate Gift LLC,13635,-1.0,3400000.0,,False
tt3203528,Bad Samaritan,2018,Dean Devlin,Electric Entertainment,7401,-1.0,3400000.0,,False
tt0111194,A Simple Twist of Fate,1994,Gillies MacKinnon,Touchstone Pictures,22215,-1.0,3400000.0,,False
tt2319580,The Grand Seduction,2013,Don McKellar,Max Films Productions,20218,13000000.0,3400000.0,-9600000.0,False
tt2172935,Metallica Through the Never,2013,Nimród Antal,Blackened Recordings,21668,18000000.0,3400000.0,-14600000.0,False
tt0106877,Father Hood,1993,Darrell Roodt,Hollywood Pictures,22411,-1.0,3400000.0,,False
tt0100602,A Shock to the System,1990,Jan Egleson,Brigand Films,10749,12000000.0,3400000.0,-8600000.0,False
tt0097670,Kinjite: Forbidden Subjects,1989,J. Lee Thompson,Golan-Globus Productions,20427,-1.0,3400000.0,,False
tt0112365,Angels and Insects,1995,Philip Haas,Playhouse International Pictures,13449,5000000.0,3400000.0,-1600000.0,False
tt0109959,Gunmen,1993,Deran Sarafian,Davis Entertainment,35120,8000000.0,3400000.0,-4600000.0,False
tt4193394,Indignation,2016,James Schamus,Bing Feng Bao Entertainment,10426,-1.0,3400000.0,,False
tt2937696,Everybody Wants Some!!,2016,Richard Linklater,Annapurna Pictures,5056,10000000.0,3400000.0,-6600000.0,False
tt0119778,Next Stop Wonderland,1998,Brad Anderson,Unknown,31660,1000000.0,3400000.0,2400000.0,False
tt1758692,Like Crazy,2011,Drake Doremus,Paramount Vantage,6021,250000.0,3400000.0,3150000.0,False
tt0091183,Head Office,1985,Ken Finkleman,HBO Pictures,32982,-1.0,3400000.0,,False
tt0119632,The MatchMaker,1997,Mark Joffe,Good Film Company,21037,-1.0,3400000.0,,False
tt0092655,Big Shots,1987,Robert Mandel,Lorimar Film Entertainment,39259,-1.0,3400000.0,,False
tt0091313,Born American,1986,Renny Harlin,Cinema Group Ventures,31489,3400000.0,3400000.0,0.0,False
tt1815852,Nitro Circus: The Movie,2012,Gregg Godfrey,Godfrey Entertainment,61945,-1.0,3400000.0,,False
tt0093605,Near Dark,1987,Kathryn Bigelow,F/M,4636,5000000.0,3400000.0,-1600000.0,False
tt0090065,Starchaser: The Legend of Orin,1985,Steven Hahn,Young Sung Production Co.,38866,15000000.0,3400000.0,-11600000.0,False
tt0109306,Blue Sky,1994,Tony Richardson,Orion Pictures,17467,16000000.0,3400000.0,-12600000.0,False
tt0083936,Fighting Back,1982,Lewis Teague,Permut Presentations,51479,-1.0,3400000.0,,False
tt8884430,Echo in the Canyon,2018,Andrew Slater,Mirror Films,12337,-1.0,3400000.0,,False
