imdb_id,title,year,director,production_co,region_code,rank,budget_usd,us_gross
tt0119572,Love Jones,1997,Theodore Witcher,Addis Wechsler Pictures,,"24,187",$10MM,$12MM
tt0193925,Extreme,1999,Jon Long,,,"313,910",$5MM,$12MM
tt0123324,Why Do Fools Fall in Love,1998,Gregory Nava,Rhino Films,[US],"29,513",,$12MM
tt0102411,The Marrying Man,1991,Jerry Rees,Hollywood Pictures,[US],"20,652",$26MM,$12MM
tt0107413,Life with Mikey,1993,James Lapine,Touchstone Pictures,[US],"16,569",,$12MM
tt1716777,People Like Us,2012,Alex Kurtzman,DreamWorks,[US],"12,723",$16MM,$12MM
tt4191054,Strange Magic,2015,Gary Rydstrom,Buena Vista Negative Cutting,[US],"5,807",,$12MM
tt0093044,The Fourth Protocol,1987,John Mackenzie,Fourth Protocol,,"17,145",$6MM,$12MM
tt0087482,Irreconcilable Differences,1984,Charles Shyer,Hemdale,[GB],"16,476",$6MM,$12MM
tt0116905,Lone Star,1996,John Sayles,Columbia Pictures,[US],"10,492",$5MM,$12MM
tt0084351,Monsignor,1982,Frank Perry,Frank Yablans Presentations,,"41,938",,$12MM
tt0095765,Cinema Paradiso,1988,Giuseppe Tornatore,Cristaldifilm,[IT],"2,941",$5MM,$12MM
tt0093407,Less Than Zero,1987,Marek Kanievska,Twentieth Century Fox,[US],"8,160",,$12MM
tt0217756,Ready to Rumble,2000,Brian Robbins,Bel Air Entertainment,[US],"12,498",$24MM,$12MM
tt5074352,Dangal,2016,Nitesh Tiwari,Aamir Khan Productions,[IN],"2,362",INR 700MM,$12MM
tt0082934,The Postman Always Rings Twice,1981,Bob Rafelson,CIP Filmproduktion GmbH,[DE],"7,295",$12MM,$12MM
tt0058586,A Shot in the Dark,1964,Blake Edwards,The Mirisch Corporation,[US],"11,151",,$12MM
tt0090021,Silver Bullet,1985,Daniel Attias,Dino De Laurentiis Company,[US],"5,194",$7MM,$12MM
tt0067065,Escape from the Planet of the Apes,1971,Don Taylor,Twentieth Century Fox,[US],"17,379",$2.5MM,$12MM
tt0108442,Undercover Blues,1993,Herbert Ross,Metro-Goldwyn-Mayer (MGM),[US],"21,341",,$12MM
tt7664504,Three Identical Strangers,2018,Grace Hughes-Hallett,RAW,[GB],"7,761",,$12MM
tt2637294,Hot Tub Time Machine 2,2015,Steve Pink,Paramount Pictures,[US],"10,449",$14MM,$12MM
tt0970468,Miss Pettigrew Lives for a Day,2008,Bharat Nalluri,Focus Features,[US],"10,271",,$12MM
tt0090856,Club Paradise,1986,Harold Ramis,Warner Bros.,[US],"12,803",$15MM,$12MM
tt0091637,No Mercy,1986,Richard Pearce,TriStar Pictures,[US],"15,633",,$12MM
tt0089092,Enemy Mine,1985,Wolfgang Petersen,Twentieth Century Fox,[US],"6,222",$40MM,$12MM
tt0110027,Highlander: The Final Dimension,1994,Andrew Morahan,Fallingcloud,,"14,357",$26MM,$12MM
tt0105483,A Stranger Among Us,1992,Sidney Lumet,Hollywood Pictures,[US],"21,861",$18MM,$12MM
tt0108399,True Romance,1993,Tony Scott,Morgan Creek Entertainment,[US],942,$13MM,$12MM
tt2140379,Self/less,2015,Tarsem Singh,Endgame Entertainment,[US],"4,824",$26MM,$12MM
tt0094846,Casual Sex?,1988,Geneviève Robert,Jascat,,"14,578",,$12MM
tt0110363,Little Big League,1994,Andrew Scheinman,Castle Rock Entertainment,[US],"10,785",,$12MM
tt0349169,Breakin' All the Rules,2004,Daniel Taplitz,Screen Gems,[US],"34,385",$10MM,$12MM
tt0310910,Confidence,2003,James Foley,Lions Gate Films,[US],"16,532",$15MM,$12MM
tt1691916,Before I Fall,2017,Ry Russo-Young,Awesomeness Films,[US],"5,468",$5MM,$12MM
tt2935476,Far from the Madding Crowd,2015,Thomas Vinterberg,Fox Searchlight Pictures,[US],"4,657",£12MM,$12MM
tt1160368,12 Rounds,2009,Renny Harlin,Fox Atomic,[US],"14,878",$22MM,$12MM
tt0085862,Lone Wolf McQuade,1983,Steve Carver,1818 Productions,[US],"5,791",$5MM,$12MM
tt2006295,The 33,2015,Patricia Riggen,Alcon Entertainment,[US],"5,330",$26MM,$12MM
tt0120598,Barney's Great Adventure,1998,Sheryl Leach,Polygram Filmed Entertainment,[US],"21,542",$15MM,$12MM
tt0155753,I'll Be Home for Christmas,1998,Arlene Sanford,Walt Disney Pictures,[US],"25,295",$30MM,$12MM
tt0113303,Hideaway,1995,Brett Leonard,TriStar Pictures,[US],"18,695",$15MM,$12MM
tt0097328,Family Business,1989,Sidney Lumet,TriStar Pictures,[US],"19,125",,$12MM
tt0360139,Chasing Liberty,2004,Andy Cadiff,Alcon Entertainment,[US],"7,708",$23MM,$12MM
tt5822564,The Kitchen,2019,Andrea Berloff,BRON Studios,[CA],"2,070",$38MM,$12MM
tt0195234,Saving Grace,2000,Nigel Cole,Portman Entertainment Group,[GB],"15,408",$10MM,$12MM
tt0087175,Dreamscape,1984,Joseph Ruben,Zupnik-Curtis Enterprises,[US],"4,804",,$12MM
tt0098097,Pink Cadillac,1989,Buddy Van Horn,Malpaso Productions,[US],"16,491",$19MM,$12MM
tt4126476,After,2019,Jenny Gage,CalMaple,[US],248,$14MM,$12MM
tt1228987,Let Me In,2010,Matt Reeves,Overture Films,[US],"4,056",$20MM,$12MM
tt0114296,Roommates,1995,Peter Yates,Hollywood Pictures,[US],"46,691",$22MM,$12MM
tt0112606,Bye Bye Love,1995,Sam Weisman,Twentieth Century Fox,[US],"10,379",,$12MM
tt1100089,Foxcatcher,2014,Bennett Miller,Annapurna Pictures,[US],"1,192",$24MM,$12MM
tt0095294,Hellbound: Hellraiser II,1988,Tony Randel,Film Futures,,"7,861",$3MM,$12MM
tt1111948,Soul Men,2008,Malcolm D. Lee,Dimension Films,[US],"28,712",,$12MM
tt0120701,Holy Man,1998,Stephen Herek,Caravan Pictures,[US],"26,567",$60MM,$12MM
tt1244659,Extraordinary Measures,2010,Tom Vaughan,CBS Films,[US],"15,566",$31MM,$12MM
tt0098308,She's Out of Control,1989,Stan Dragoti,Weintraub Entertainment Group,[US],"8,955",,$12MM
tt0862846,Sunshine Cleaning,2008,Christine Jeffs,Overture Films,[US],"6,198",$8MM,$12MM
tt1549920,The Last Stand,2013,Jee-woon Kim,Di Bonaventura Pictures,[US],"2,307",$45MM,$12MM
tt0085248,The Black Stallion Returns,1983,Robert Dalva,Zoetrope Studios,[US],"35,113",,$12MM
tt0093011,Fatal Beauty,1987,Tom Holland,Metro-Goldwyn-Mayer (MGM),[US],"23,733",,$12MM
tt0427954,The Protector,2005,Prachya Pinkaew,Sahamongkolfilm Co.,[TH],"12,183",THB 200MM,$12MM
tt0118842,Chasing Amy,1997,Kevin Smith,Too Askew Prod. Inc.,[US],"2,991",$250K,$12MM
tt0120710,In Dreams,1999,Neil Jordan,Amblin Entertainment,[US],"15,525",$30MM,$12MM
tt0219699,The Gift,2000,Sam Raimi,Lakeshore Entertainment,[US],"3,895",$10MM,$12MM
tt0115678,Big Night,1996,Campbell Scott,Rysher Entertainment,[US],"9,975",$4.1MM,$12MM
tt0082085,Blow Out,1981,Brian De Palma,Cinema 77,[US],"6,732",$18MM,$12MM
tt0082193,Comin' at Ya!,1981,Ferdinando Baldi,Lupo-Anthony-Quintano Productions,[US],"46,468",,$12MM
tt0057546,The Sword in the Stone,1963,Wolfgang Reitherman,Walt Disney Productions,[US],"6,253",$3MM,$12MM
tt0160429,The King and I,1999,Richard Rich,Morgan Creek Entertainment,[US],"24,041",$25MM,$12MM
tt0383060,Zoom,2006,Peter Hewitt,Revolution Studios,[US],"4,180",$35MM,$12MM
tt0079714,Phantasm,1979,Don Coscarelli,New Breed Productions Inc.,[US],"6,305",$300K,$12MM
tt6499752,Upgrade,2018,Leigh Whannell,Goalpost Pictures,[AU],659,$5MM,$12MM
tt0399862,End of the Spear,2005,Jim Hanon,Every Tribe Entertainment,[US],"24,976",$10MM,$12MM
tt1232783,Sorority Row,2009,Stewart Hendler,House Row Productions,[US],"8,162",$12MM,$12MM
tt6000478,"Roman J. Israel, Esq.",2017,Dan Gilroy,BRON Studios,[CA],"3,940",$22MM,$12MM
tt0090774,Brighton Beach Memoirs,1986,Gene Saks,Rastar Pictures,,"21,282",$18MM,$12MM
tt0091055,Firewalker,1986,J. Lee Thompson,Cannon Group,[US],"13,289",$8MM,$12MM
tt0087127,Deathstalker,1983,James Sbardellati,Aries Cinematográfica Argentina,[AR],"7,302",$457K,$12MM
tt0139809,The Thirteenth Floor,1999,Josef Rusnak,Columbia Pictures,[US],"7,712",$16MM,$12MM
tt0838221,The Darjeeling Limited,2007,Wes Anderson,Fox Searchlight Pictures,[US],"3,729",$16MM,$12MM
tt8266310,Blinded by the Light,2019,Gurinder Chadha,New Line Cinema,[US],"2,616",$15MM,$12MM
tt0084293,Making Love,1982,Arthur Hiller,IndieProd Company Productions,[US],"24,809",,$12MM
tt0815244,Sydney White,2007,Joe Nussbaum,Morgan Creek Entertainment,[US],"8,548",$16MM,$12MM
tt1922612,Glee: The 3D Concert Movie,2011,Kevin Tancharoen,Twentieth Century Fox,[US],"35,142",$9MM,$12MM
tt5935704,Padmaavat,2018,Sanjay Leela Bhansali,Bhansali Productions,[IN],"7,015",,$12MM
tt0120148,Sliding Doors,1998,Peter Howitt,Intermedia Films,[GB],"7,285",$6MM,$12MM
tt0114609,Tales from the Hood,1995,Rusty Cundieff,40 Acres & A Mule Filmworks,[US],"20,135",$6MM,$12MM
tt0115493,Alaska,1996,Fraser C. Heston,Castle Rock Entertainment,[US],"17,931",$23MM,$12MM
tt0380277,The Cookout,2004,Lance Rivera,Cookout Productions,[US],"28,791",,$12MM
tt0082042,Back Roads,1981,Martin Ritt,CBS Theatrical Films,[US],"33,669",,$12MM
tt0092675,Bloodsport,1988,Newt Arnold,Cannon International,,"3,073",$1.1MM,$12MM
tt0765476,Meet Dave,2008,Brian Robbins,Twentieth Century Fox,[US],"11,627",$60MM,$12MM
tt0109015,3 Ninjas Kick Back,1994,Charles T. Kanganis,Ben-Ami/Leeds Productions,,"16,955",$20MM,$12MM
tt0086637,Zelig,1983,Woody Allen,Jack Rollins & Charles H. Joffe Productions,[US],"17,498",,$12MM
tt0094824,Caddyshack II,1988,Allan Arkush,The Guber-Peters Company,[US],"19,867",$20MM,$12MM
tt0085867,The Lords of Discipline,1983,Franc Roddam,Paramount Pictures,[US],"25,795",,$12MM
tt0105488,Strictly Ballroom,1992,Baz Luhrmann,Beyond Films,[GB],"6,610",AUD 3MM,$12MM
tt0425598,Dave Chappelle's Block Party,2005,Michel Gondry,Bob Yari Productions,[US],"73,541",$3MM,$12MM
tt0211465,Knockaround Guys,2001,Brian Koppelman,New Line Cinema,[US],"10,773",,$12MM
tt0088333,Up the Creek,1984,Robert Butler,Orion Pictures,[US],"14,999",,$12MM
tt0301727,Winged Migration,2001,Jacques Perrin,Galatée Films,[FR],"40,681",FRF 160MM,$12MM
tt4667094,Fifty Shades of Black,2016,Michael Tiddes,Fermion Films,[GB],"6,550",$5MM,$12MM
tt0159421,The Adventures of Elmo in Grouchland,1999,Gary Halvorson,Jim Henson Pictures,[US],"14,926",$26MM,$12MM
tt1838544,Gone,2012,Heitor Dhalia,Summit Entertainment,[US],"4,154",,$12MM
tt0335119,Girl with a Pearl Earring,2003,Peter Webber,Archer Street Productions,[GB],"5,353",$12MM,$12MM
tt0252028,Surviving Christmas,2004,Mike Mitchell,DreamWorks,[US],"18,126",$45MM,$12MM
tt0102802,Rock-A-Doodle,1991,Don Bluth,Goldcrest Films International,[GB],"11,674",$18MM,$12MM
tt0113028,Far from Home: The Adventures of Yellow Dog,1995,Phillip Borsos,Twentieth Century Fox,[US],"27,318",,$12MM
tt0097474,Halloween 5: The Revenge of Michael Myers,1989,Dominique Othenin-Girard,Magnum Pictures Inc.,[US],"11,841",$5MM,$12MM
tt0164108,The Muse,1999,Albert Brooks,October Films,[US],"20,871",$15MM,$12MM
tt0434139,The Last Kiss,2006,Tony Goldwyn,Lakeshore Entertainment,[US],"15,940",$20MM,$12MM
tt0097458,Gross Anatomy,1989,Thom Eberhardt,Hill/Rosenman,,"28,750",$8.5MM,$12MM
tt0089489,Lifeforce,1985,Tobe Hooper,Golan-Globus Productions,[US],"5,411",$25MM,$12MM
tt0108174,So I Married an Axe Murderer,1993,Thomas Schlamme,TriStar Pictures,[US],"6,525",$20MM,$12MM
tt0099697,Graveyard Shift,1990,Ralph S. Singleton,Paramount Pictures,[US],"13,808",$10MM,$12MM
tt0131646,Wing Commander,1999,Chris Roberts,American Entertainment Investors,[US],"20,685",$30MM,$12MM
tt0192071,Get Over It,2001,Tommy O'Haver,Miramax,[US],"8,253",$22MM,$12MM
tt0099762,Henry & June,1990,Philip Kaufman,Universal Pictures,[US],"6,436",,$12MM
tt0098105,Police Academy 6: City Under Siege,1989,Peter Bonerz,Warner Bros.,[US],"11,051",$12MM,$12MM
tt0078044,The Other Side of the Mountain: Part II,1978,Larry Peerce,Filmways Pictures,[US],"57,941",,$12MM
tt0111512,The Legend of Drunken Master,1994,Chia-Liang Liu,Golden Harvest Company,[HK],"11,043",$10MM,$12MM
tt0100436,Pump Up the Volume,1990,Allan Moyle,New Line Cinema,[US],"9,717",,$12MM
tt0171804,Boys Don't Cry,1999,Kimberly Peirce,Fox Searchlight Pictures,[US],"2,717",$2MM,$12MM
tt0120390,Turbulence,1997,Robert Butler,Metro-Goldwyn-Mayer (MGM),[US],"26,046",$55MM,$12MM
tt0968264,The Conspirator,2010,Robert Redford,The American Film Company,[US],"7,976",$25MM,$12MM
tt1091751,The Longshots,2008,Fred Durst,Cube Vision,[US],"22,224",$23MM,$12MM
tt0096486,Young Einstein,1988,Yahoo Serious,Warner Bros.,[US],"25,400",,$12MM
tt0390521,Super Size Me,2004,Morgan Spurlock,The Con,[US],"7,301",$65K,$12MM
tt0113010,Fair Game,1995,Andrew Sipes,Warner Bros.,[US],"11,057",$50MM,$12MM
tt0089393,Just One of the Guys,1985,Lisa Gottlieb,Columbia Pictures,[US],"4,360",,$12MM
tt5259966,No manches Frida,2016,Nacho G. Velilla,Pantelion Films,[US],"17,556",,$12MM
tt0117107,Mulholland Falls,1996,Lee Tamahori,Largo Entertainment,[US],"9,838",$29MM,$12MM
tt0102900,Shattered,1991,Wolfgang Petersen,Capella International,[US],"14,893",$22MM,$12MM
tt0106308,Army of Darkness,1992,Sam Raimi,Dino De Laurentiis Company,[US],"3,763",$11MM,$12MM
tt1840417,The Words,2012,Brian Klugman,Also Known As Pictures,[US],"4,997",$6MM,$11MM
tt0083190,Thief,1981,Michael Mann,Mann/Caan Productions,,"9,013",$5.5MM,$11MM
tt0088007,The River,1984,Mark Rydell,Universal Pictures,[US],"20,213",$18MM,$11MM
tt0082096,Das Boot,1981,Wolfgang Petersen,Bavaria Film,[DE],"2,625",DEM 32MM,$11MM
tt0118691,The Beautician and the Beast,1997,Ken Kwapis,High School Sweethearts,,"14,716",$16MM,$11MM
tt0437777,Something New,2006,Sanaa Hamri,Gramercy Pictures (I),[US],"18,886",,$11MM
tt0433412,Material Girls,2006,Martha Coolidge,Metro-Goldwyn-Mayer (MGM),[US],"21,642",,$11MM
tt0095654,Moon Over Parador,1988,Paul Mazursky,Universal Pictures,[US],"17,020",$20MM,$11MM
tt0110955,The Ref,1994,Ted Demme,Touchstone Pictures,[US],"15,502",$11MM,$11MM
tt0119013,Double Team,1997,Hark Tsui,Mandalay Entertainment,[US],"10,433",$30MM,$11MM
tt0120824,The Shipping News,2001,Lasse Hallström,Miramax,[US],"13,540",$38MM,$11MM
tt0289408,The Powerpuff Girls Movie,2002,Craig McCracken,Cartoon Network Studios,[US],"28,699",$11MM,$11MM
tt0109480,Cops and Robbersons,1994,Michael Ritchie,TriStar Pictures,[US],"28,582",,$11MM
tt0104549,Jennifer 8,1992,Bruce Robinson,Paramount Pictures,[US],"12,273",$20MM,$11MM
tt0084652,The Seduction,1982,David Schmoeller,The Romantic Venture,[US],"16,871",,$11MM
tt0111419,Thumbelina,1994,Don Bluth,Don Bluth,,"9,597",$28MM,$11MM
tt3462710,Unforgettable,2017,Denise Di Novi,DiNovi Pictures,[US],"6,718",$12MM,$11MM
tt0100301,Opportunity Knocks,1990,Donald Petrie,Imagine Films Entertainment,[US],"24,792",,$11MM
tt0112453,Balto,1995,Simon Wells,Amblimation,[US],"9,845",,$11MM
tt0101545,Career Opportunities,1991,Bryan Gordon,Hughes Entertainment,[US],"3,968",,$11MM
tt0107507,Manhattan Murder Mystery,1993,Woody Allen,TriStar Pictures,[US],"12,244",$14MM,$11MM
tt1206543,Out of the Furnace,2013,Scott Cooper,Appian Way,[US],"3,705",$22MM,$11MM
tt0218817,Antitrust,2001,Peter Howitt,Metro-Goldwyn-Mayer (MGM),[US],"10,578",$30MM,$11MM
tt0092997,Extreme Prejudice,1987,Walter Hill,Carolco Entertainment,,"16,604",$22MM,$11MM
tt0402894,Casanova,2005,Lasse Hallström,Touchstone Pictures,[US],"6,857",,$11MM
tt0088224,Tank,1984,Marvin J. Chomsky,Lorimar Film Entertainment,[US],"9,268",,$11MM
tt0110907,Ready to Wear,1994,Robert Altman,Etalon Film,[RU],"13,004",$18MM,$11MM
tt0108560,Who's the Man?,1993,Ted Demme,De Passe Entertainment,[US],"36,308",,$11MM
tt0405094,The Lives of Others,2006,Florian Henckel von Donnersmarck,Wiedemann & Berg Filmproduktion,[DE],"1,556",$2MM,$11MM
tt2837574,The Old Man & the Gun,2018,David Lowery,Condé Nast Publications,[US],"3,254",,$11MM
tt0102593,One Good Cop,1991,Heywood Gould,Hollywood Pictures,[US],"32,227",$4MM,$11MM
tt0355702,Lords of Dogtown,2005,Catherine Hardwicke,Columbia Pictures,[US],"4,293",$25MM,$11MM
tt3231010,Island of Lemurs: Madagascar,2014,David Douglas,IMAX,[US],"104,841",,$11MM
tt0163579,Chill Factor,1999,Hugh Johnson,Morgan Creek Entertainment,[US],"31,279",$70MM,$11MM
tt0237534,Brotherhood of the Wolf,2001,Christophe Gans,Canal+,[FR],"6,487",$29MM,$11MM
tt0233508,CyberWorld,2000,Colin Davies,IMAX Sandde Animation,[CA],"148,183",,$11MM
tt0308055,Bobby,2006,Emilio Estevez,The Weinstein Company,[US],"12,694",$14MM,$11MM
tt1229822,Jane Eyre,2011,Cary Joji Fukunaga,Focus Features,[US],"3,734",,$11MM
tt0074539,The Smurfs and the Magic Flute,1976,Peyo,Belvision,[BE],"78,818",,$11MM
tt0109045,"The Adventures of Priscilla, Queen of the Desert",1994,Stephan Elliott,PolyGram Filmed Entertainment,[GB],"5,675",,$11MM
tt0100442,Q & A,1990,Sidney Lumet,Regency International Pictures,[AU],"21,415",,$11MM
tt0118956,Deep Rising,1998,Stephen Sommers,Calimari Productions,[CA],"3,031",$45MM,$11MM
tt0799934,Be Kind Rewind,2008,Michel Gondry,New Line Cinema,[US],"12,935",$20MM,$11MM
tt0106941,For Love or Money,1993,Barry Sonnenfeld,Universal Pictures,[US],"16,086",$30MM,$11MM
tt0115438,2 Days in the Valley,1996,John Herzfeld,Rysher Entertainment,[US],"4,299",,$11MM
tt0087233,Falling in Love,1984,Ulu Grosbard,Paramount Pictures,[US],"8,434",$12MM,$11MM
tt0103184,V.I. Warshawski,1991,Jeff Kanew,Hollywood Pictures,[US],"27,676",,$11MM
tt0105811,Whispers in the Dark,1992,Christopher Crowe,Paramount Pictures,[US],"23,931",$18MM,$11MM
tt0810819,The Danish Girl,2015,Tom Hooper,Working Title Films,[GB],"2,025",$15MM,$11MM
tt1999890,Hell Fest,2018,Gregory Plotkin,Tucker Tooley Entertainment,[US],"7,827",$5.5MM,$11MM
tt4513674,Café Society,2016,Woody Allen,Gravier Productions,[US],"5,279",$30MM,$11MM
tt0090728,Big Trouble in Little China,1986,John Carpenter,Twentieth Century Fox,[US],"2,048",$25MM,$11MM
tt0117039,Michael Collins,1996,Neil Jordan,Warner Bros.,[US],"8,692",$25MM,$11MM
tt0107473,Mad Dog and Glory,1993,John McNaughton,Universal Pictures,[US],"15,210",$19MM,$11MM
tt0113896,My Family,1995,Gregory Nava,American Playhouse,[US],"15,641",$5.5MM,$11MM
tt0100934,Wild Orchid,1989,Zalman King,Vision PDG,[US],"7,344",,$11MM
tt0419843,In the Land of Women,2007,Jonathan Kasdan,Castle Rock Entertainment,[US],"10,986",$10MM,$11MM
tt0089444,Krush Groove,1985,Michael Schultz,Crystalite Productions,,"25,508",$3MM,$11MM
tt0385004,House of Flying Daggers,2004,Yimou Zhang,Beijing New Picture Film Co.,[CN],"7,521",CNY 100MM,$11MM
tt0413015,Mrs Henderson Presents,2005,Stephen Frears,Pathé Pictures,[US],"25,612",$20MM,$11MM
tt0088402,The Wild Life,1984,Art Linson,Universal Pictures,[US],"17,171",,$11MM
tt0483607,Doomsday,2008,Neil Marshall,Rogue Pictures,[US],"2,997",$30MM,$11MM
tt0094910,The Couch Trip,1988,Michael Ritchie,Orion Pictures,[US],"33,772",$19MM,$11MM
tt0469263,The Astronaut Farmer,2006,Michael Polish,Warner Bros.,[US],"23,089",$13MM,$11MM
tt0962736,The Young Victoria,2009,Jean-Marc Vallée,GK Films,[GB],"3,661",$35MM,$11MM
tt0103007,The Super,1991,Rod Daniel,Largo Entertainment,[US],"23,302",$22MM,$11MM
tt0073053,"Give 'em Hell, Harry!",1975,Steve Binder,Permut Presentations,[US],"70,213",$230K,$11MM
tt0081031,The Last Flight of Noah's Ark,1980,Charles Jarrott,Walt Disney Productions,[US],"22,961",$6MM,$11MM
tt0353164,Adrenaline Rush: The Science of Risk,2002,Marc Fafard,Blue Sky AB,[SE],"254,274",,$11MM
tt0098645,Who's Harry Crumb?,1989,Paul Flaherty,TriStar Pictures,[US],"16,453",,$11MM
tt0372873,Dragon Wars: D-War,2007,Hyung-rae Shim,CJ Entertainment,[KR],"15,784",$32MM,$11MM
tt0085891,The Man Who Loved Women,1983,Blake Edwards,Delphi Films,[US],"26,645",$19MM,$11MM
tt0077942,Moment by Moment,1978,Jane Wagner,Robert Stigwood Organization (RSO),[US],"24,128",$5MM,$11MM
tt0100280,Nuns on the Run,1990,Jonathan Lynn,HandMade Films,[GB],"24,287",,$11MM
tt0399877,What the #$*! Do We (K)now!?,2004,William Arntz,Captured Light,[US],"28,473",,$11MM
tt1374989,Pride and Prejudice and Zombies,2016,Burr Steers,Cross Creek Pictures,[US],"2,652",$28MM,$11MM
tt0119509,Leave It to Beaver,1997,Andy Cadiff,Robert Simonds Productions,[US],"17,823",$15MM,$11MM
tt0126250,Cookie's Fortune,1999,Robert Altman,Elysian Dreams,,"9,652",$10MM,$11MM
tt0489281,Stop-Loss,2008,Kimberly Peirce,Paramount Pictures,[US],"17,148",$25MM,$11MM
tt0112966,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,Christopher Monger,Miramax,[US],"15,102",$41MM,$11MM
tt2101341,Dead Man Down,2013,Niels Arden Oplev,FilmDistrict,[US],"7,855",$30MM,$11MM
tt0057413,The Pink Panther,1963,Blake Edwards,Mirisch G-E Productions,[US],"5,687",,$11MM
tt0100224,Narrow Margin,1990,Peter Hyams,Carolco Pictures,[US],"20,601",,$11MM
tt7984734,The Lighthouse,2019,Robert Eggers,A24,[US],142,,$11MM
tt0083284,Victory,1981,John Huston,Lorimar Film Entertainment,[US],"3,456",$10MM,$11MM
tt0083006,Rollover,1981,Alan J. Pakula,IPC Films,,"31,507",,$11MM
tt0172396,The End of the Affair,1999,Neil Jordan,Columbia Pictures,[US],"15,793",$23MM,$11MM
tt0151804,Office Space,1999,Mike Judge,Twentieth Century Fox,[US],904,$10MM,$11MM
tt1225822,Extract,2009,Mike Judge,Ternion Pictures,[US],"10,658",$8MM,$11MM
tt0095662,Moving,1988,Alan Metter,Warner Bros.,[US],"20,521",,$11MM
tt0089222,Gotcha!,1985,Jeff Kanew,Universal Pictures,[US],"8,734",,$11MM
tt0112896,Dracula: Dead and Loving It,1995,Mel Brooks,Gaumont,[FR],"8,458",$30MM,$11MM
tt0107007,Gettysburg,1993,Ron Maxwell,TriStar Television,[US],"6,402",$25MM,$11MM
tt3289724,Welcome to Marwen,2018,Robert Zemeckis,Canadian Film or Video Production Tax Credit (CPTC),[CA],"2,483",$39MM,$11MM
tt0097965,New York Stories,1989,Woody Allen,Touchstone Pictures,[US],"10,634",$15MM,$11MM
tt0089604,Missing in Action 2: The Beginning,1985,Lance Hool,The Cannon Group,[US],"16,788",$2.4MM,$11MM
tt1878841,The Darkness,2016,Greg McLean,Blumhouse Productions,[US],"5,724",$4MM,$11MM
tt0105466,Stay Tuned,1992,Peter Hyams,Morgan Creek Entertainment,[US],"16,224",$25MM,$11MM
tt0267248,Abandon,2002,Stephen Gaghan,Paramount Pictures,[US],"8,941",$25MM,$11MM
tt2404181,Belle,2013,Amma Asante,DJ Films,[GB],"7,814",$11MM,$11MM
tt0104348,Glengarry Glen Ross,1992,James Foley,New Line Cinema,[US],"4,860",$12MM,$11MM
tt1600196,The Drop,2014,Michaël R. Roskam,Big Screen Productions,[GB],"4,795",$13MM,$11MM
tt1502404,Drive Angry,2011,Patrick Lussier,Summit Entertainment,[US],"2,759",$50MM,$11MM
tt5592248,The Beguiled,2017,Sofia Coppola,American Zoetrope,[US],"1,911",$10MM,$11MM
tt0080731,The Fiendish Plot of Dr. Fu Manchu,1980,Piers Haggard,Braun Entertainment Group,[US],"22,308",,$11MM
tt0107978,RoboCop 3,1993,Fred Dekker,Orion Pictures,[US],"7,805",$22MM,$11MM
tt0118954,Deconstructing Harry,1997,Woody Allen,Sweetland Films,,"11,166",$20MM,$11MM
tt0120669,Fear and Loathing in Las Vegas,1998,Terry Gilliam,Fear and Loathing LLC,[US],"2,736",$18MM,$11MM
tt0085672,Hercules,1983,Luigi Cozzi,Cannon Italia Srl,,"15,226",$2.5MM,$11MM
tt0138304,The Astronaut's Wife,1999,Rand Ravich,New Line Cinema,[US],"12,570",$75MM,$11MM
tt0176269,Universal Soldier: The Return,1999,Mic Rodgers,Baumgarten-Prophet Entertainment,,"15,611",$45MM,$11MM
tt2515034,The Gunman,2015,Pierre Morel,StudioCanal,[FR],"8,892",$40MM,$11MM
tt4550098,Nocturnal Animals,2016,Tom Ford,Focus Features,[US],994,$22MM,$11MM
tt0182914,Island of the Sharks,1999,Howard Hall,Howard Hall Productions,,"346,448",,$11MM
tt0118002,Two If by Sea,1996,Bill Bennett,Morgan Creek Entertainment,[US],"21,004",,$11MM
tt0098051,The Package,1989,Andrew Davis,Orion Pictures,[US],"16,351",$18MM,$11MM
tt0089853,The Purple Rose of Cairo,1985,Woody Allen,Jack Rollins & Charles H. Joffe Productions,[US],"13,054",$15MM,$11MM
tt0089629,Moving Violations,1985,Neal Israel,SLM Production Group,[US],"15,521",,$11MM
tt0083336,Wolfen,1981,Michael Wadleigh,Orion Pictures,[US],"13,836",$17MM,$11MM
tt2338151,PK,2014,Rajkumar Hirani,Rajkumar Hirani Films,[IN],"4,190",,$11MM
tt0106664,The Dark Half,1993,George A. Romero,Orion Pictures,[US],"14,083",$15MM,$11MM
tt0088680,After Hours,1985,Martin Scorsese,The Geffen Company,[US],"3,490",$4.5MM,$11MM
tt0085694,The House on Sorority Row,1982,Mark Rosman,VAE Productions,[US],"11,462",$425K,$11MM
tt0087003,Broadway Danny Rose,1984,Woody Allen,Orion Pictures,[US],"17,667",$8MM,$11MM
tt0067588,Play Misty for Me,1971,Clint Eastwood,The Malpaso Company,[US],"5,378",$725K,$11MM
tt0115639,Beautiful Girls,1996,Ted Demme,Miramax,[US],"6,860",,$11MM
tt0772193,Primeval,2007,Michael Katleman,Hollywood Pictures,[US],"12,231",,$11MM
tt0795438,Not Easily Broken,2009,Bill Duke,Screen Gems,[US],"44,968",$5MM,$11MM
