imdb_id,title,year,director,production_co,region_code,rank,budget_usd,us_gross
tt0368711,End of the Century,2003,Jim Fields,Chinagraph,[US],"93,429",,$392K
tt1570989,Tiny Furniture,2010,Lena Dunham,Tiny Ponies,[US],"21,398",$65K,$392K
tt0168515,Bittersweet Motel,2000,Todd Phillips,Aviva Entertainment,,"87,627",,$392K
tt0090095,Subway,1985,Luc Besson,Les Films du Loup,[FR],"11,891",FRF 17MM,$391K
tt0105810,Where the Day Takes You,1992,Marc Rocco,Cinetel Films,[US],"18,577",$3MM,$390K
tt7690638,Soorma,2018,Shaad Ali,CS Films',[IN],"21,047",INR 200MM,$390K
tt2125490,Detropia,2012,Heidi Ewing,Loki Films,[US],"129,017",,$390K
tt1964624,In the House,2012,François Ozon,Mandarin Films,[FR],"12,077",,$390K
tt0114371,Search and Destroy,1995,David Salle,Autumn Pictures,,"56,247",$4MM,$390K
tt0386342,Brothers,2004,Susanne Bier,Two Brothers Ltd.,[DK],"26,090",,$389K
tt0372334,House of D,2004,David Duchovny,Bob Yari Productions,[US],"26,074",$6MM,$389K
tt0810928,The Last Sin Eater,2007,Michael Landon Jr.,Believe Pictures,[US],"45,350",$2.2MM,$388K
tt4120176,Things to Come,2016,Mia Hansen-Løve,CG Cinéma,[FR],"15,545",$2.1MM,$388K
tt0120357,Touch,1997,Paul Schrader,Lumière International,,"29,321",,$387K
tt0119062,The End of Violence,1997,Wim Wenders,CiBy 2000,[FR],"39,584",$5MM,$387K
tt4623812,The Wasted Times,2016,Er Cheng,Emperor Film Production,[HK],"45,213",,$387K
tt1473063,The Well-Digger's Daughter,2011,Daniel Auteuil,Les Films Alain Sarde,[FR],"36,350",,$386K
tt7645780,The Wedding Guest,2018,Michael Winterbottom,Chisel Films,[GB],"6,794",,$386K
tt0970521,Turtle: The Incredible Journey,2009,Nick Stringer,Film and Music Entertainment (F&ME),[GB],"89,000",,$386K
tt0090112,Sylvester,1985,Tim Hunter,Columbia Pictures,[US],"50,404",,$386K
tt0412922,Little Manhattan,2005,Mark Levin,New Regency Pictures,[US],"17,693",,$385K
tt0963208,Where in the World Is Osama Bin Laden?,2008,Morgan Spurlock,The Weinstein Company,[US],"68,640",,$385K
tt0119248,Steam: The Turkish Bath,1997,Ferzan Ozpetek,Sorpasso Film,[IT],"29,318",,$385K
tt2532528,Dirty Wars,2013,Rick Rowley,Big Noise Films,[US],"48,901",,$384K
tt0265713,"Scotland, Pa.",2001,Billy Morrissette,Abandon Pictures,[US],"43,329",,$384K
tt0103670,American Heart,1992,Martin Bell,Avenue Pictures,[US],"23,322",$10MM,$384K
tt0424908,Copying Beethoven,2006,Agnieszka Holland,Sidney Kimmel Entertainment,[US],"21,418",$11MM,$384K
tt1638364,The Armstrong Lie,2013,Alex Gibney,Jigsaw Productions,[US],"60,027",,$383K
tt1403177,Hesher,2010,Spencer Susser,The Last Picture Company,[US],"12,486",$7MM,$383K
tt0114594,Swimming with Sharks,1994,George Huang,Cineville,[US],"20,457",$700K,$383K
tt0103015,Sweet Talker,1991,Michael Jenkins,New Visions Pictures,[US],"123,884",,$383K
tt5226984,Tom of Finland,2017,Dome Karukoski,Helsinki-Filmi,[FI],"17,638",€5MM,$382K
tt0414951,The Quiet,2005,Jamie Babbit,Andrea Sperling Productions,[US],"4,547",$900K,$381K
tt0420723,Short Cut to Nirvana: Kumbh Mela,2004,Maurizio Benazzo,Mela Films LLC,[US],"272,885",$200K,$381K
tt1937449,At Any Price,2012,Ramin Bahrani,Black Bear Pictures,[US],"22,105",,$381K
tt0423310,The Syrian Bride,2004,Eran Riklis,Eran Riklis Productions,[IL],"57,240",,$381K
tt8581198,Jane and Emma,2018,Chantelle Squires,,,"48,102",,$380K
tt3678938,The Bride of Humpty Sharma,2014,Shashank Khaitan,Dharma Productions,[IN],"21,435",,$380K
tt2166214,Khiladi 786,2012,Ashish R. Mohan,Eros International,[IN],"54,389",,$379K
tt0435623,Conversations with Other Women,2005,Hans Canosa,Gordonstreet Pictures,[US],"24,192",$450K,$379K
tt0432264,Introducing the Dwights,2007,Cherie Nowlan,Goalpost Pictures,[AU],"119,495",,$379K
tt0138487,Head On,1998,Ana Kokkinos,Australian Film Finance Corporation (AFFC),[AU],"23,915",,$379K
tt1040790,The Cure: Anniversary 1978-2018 Live in Hyde Park,2019,Tim Pope,Black Label Productions,[GB],"53,433",,$378K
tt0311320,Blind Spot. Hitler's Secretary,2002,André Heller,Dor Film Produktionsgesellschaft,[AT],"125,473",,$378K
tt4986134,Rebel in the Rye,2017,Danny Strong,Black Label Media,[US],"11,215",,$378K
tt0261983,Session 9,2001,Brad Anderson,USA Films,[US],"9,518",$1.5MM,$378K
tt3125472,Coming Home,2014,Yimou Zhang,Le Vision Pictures,[CN],"24,785",,$378K
tt7029252,Smoke Signal,,,,,,,$377K
tt0366920,Pride and Prejudice,2003,Andrew Black,Bestboy Pictures,[US],"24,216",,$377K
tt3742378,The Second Mother,2015,Anna Muylaert,Gullane,[BR],"23,687",BRL 4MM,$377K
tt0215850,Hochelaga,2000,Michel Jetté,Baliverna Films,[CA],"151,078",CAD 1MM,$377K
tt0391225,The Hunting of the President,2004,Nickolas Perry,Diceburg LLC,[US],"262,075",,$377K
tt2063781,Smashed,2012,James Ponsoldt,Super Crispy Entertainment,[US],"13,897",$500K,$377K
tt1714203,Piranha 3DD,2012,John Gulager,Dimension Films,[US],"3,825",$5MM,$377K
tt0293342,Lajja,2001,Rajkumar Santoshi,Santoshi Productions,[IN],"69,238",,$376K
tt2992152,Personal Tailor,2013,Xiaogang Feng,Emperor Film Production,[HK],"76,286",,$376K
tt0118539,3 Ninjas: High Noon at Mega Mountain,1998,Sean McNamara,Leeds/Ben-Ami Productions,,"18,774",,$376K
tt0118163,The Whole Wide World,1996,Dan Ireland,Cineville,[US],"22,051",$1.3MM,$376K
tt0354595,The Game of Their Lives,2005,David Anspaugh,Independent Film Channel (IFC),[US],"37,376",$20MM,$376K
tt0119338,Hurricane Streets,1997,Morgan J. Freeman,Giv'en Films,[US],"82,473",$500K,$376K
tt2457282,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,Yukihiro Miyamoto,Aniplex,[JP],"52,166",,$376K
tt3313908,Women Who Flirt,2014,Ho-Cheung Pang,China Film Co-Production Corporation,[CN],"125,868",,$375K
tt0348505,Asylum,2005,David Mackenzie,Paramount Classics,[US],"14,873",,$375K
tt6343058,Oh Lucy!,2017,Atsuko Hirayanagi,Matchgirl Pictures,[US],"20,300",,$375K
tt0120122,Shooting Fish,1997,Stefan Schwartz,Gruber Bros,,"22,766",$3MM,$375K
tt6903636,Grace Jones: Bloodlight and Bami,2017,Sophie Fiennes,Blinder Films,[IE],"55,891",,$375K
tt1232776,Fish Tank,2009,Andrea Arnold,BBC Films,[GB],"5,478",$3MM,$375K
tt0051378,Elevator to the Gallows,1958,Louis Malle,Nouvelles Éditions de Films (NEF),[FR],"8,516",,$375K
tt0187859,Genghis Blues,1999,Roko Belic,,,"179,217",,$375K
tt0387032,Annie Brocoli dans les fonds marins,2003,Claude Brie,Les Productions Benannah,[CA],"316,805",,$374K
tt0094980,The Decline of Western Civilization Part II: The Metal Years,1988,Penelope Spheeris,I.R.S. World Media,[US],"38,796",$500K,$374K
tt2406252,Venus in Fur,2013,Roman Polanski,R.P. Productions,[FR],"8,020",,$374K
tt1366409,Miral,2010,Julian Schnabel,The Weinstein Company,[US],"30,645",,$373K
tt2382396,Joe,2013,David Gordon Green,Worldview Entertainment,[US],"9,335",$4MM,$373K
tt0206187,Keep the River on Your Right: A Modern Cannibal Tale,2000,David Shapiro,Lifer Films,,"209,316",,$373K
tt0089628,Movers & Shakers,1985,William Asher,Asher-Grodin Productions,[US],"45,557",,$372K
tt0787523,Towelhead,2007,Alan Ball,Indian Paintbrush,[US],"16,776",,$372K
tt6866224,The Hummingbird Project,2018,Kim Nguyen,Item 7,[CA],"3,080",,$372K
tt0114808,The Star Maker,1995,Giuseppe Tornatore,Cecchi Gori Group Tiger Cinematografica,[IT],"42,592",,$372K
tt0339147,Highwaymen,2004,Robert Harmon,New Line Cinema,[US],"22,344",,$371K
tt0040522,Bicycle Thieves,1948,Vittorio De Sica,Produzioni De Sica (PDS),[IT],"6,366",$133K,$371K
tt0125659,Open Your Eyes,1997,Alejandro Amenábar,Canal+ España,[ES],"5,508",ESP 370MM,$371K
tt0095525,Gandahar,1987,René Laloux,Col.Ima.Son,[FR],"15,595",,$371K
tt0151582,The Minus Man,1999,Hampton Fancher,Shooting Gallery,[US],"33,935",,$371K
tt0396857,Shadowboxer,2005,Lee Daniels,Teton Films,[US],"33,931",,$371K
tt0250478,Nico and Dani,2000,Cesc Gay,Canal+ España,[ES],"34,253",,$371K
tt2244856,Hava Nagila: The Movie,2012,Roberta Grossman,,,"270,159",,$370K
tt0183503,Me Myself I,1999,Pip Karmel,Gaumont,[FR],"87,006",,$370K
tt0065531,Le Cercle Rouge,1970,Jean-Pierre Melville,Euro International Film (EIA),[IT],"12,591",,$370K
tt2301155,Shootout at Wadala,2013,Sanjay Gupta,Balaji Motion Pictures,[IN],"39,040",INR 260MM,$370K
tt1450328,Mooz-Lum,2010,Qasim Basir,Ameena Sky Media,[US],"100,784",,$369K
tt2167056,When Comedy Went to School,2013,Mevlut Akkaya,Catskill Films,[US],"346,941",,$369K
tt1483831,Lebanon,2009,Samuel Maoz,ARTE,[FR],"33,777",,$368K
tt0388473,Tokyo Godfathers,2003,Satoshi Kon,Madhouse,[JP],"3,250",,$367K
tt0190255,The Basket,1999,Rich Cowan,North by Northwest Entertainment,[US],"103,827",$1.3MM,$367K
tt1313139,The Oranges,2011,Julian Farino,ATO Pictures,[US],"29,823",,$366K
tt0330099,The Brown Bunny,2003,Vincent Gallo,Gray Daisy Films,[US],"3,867",$10MM,$366K
tt0384533,She Hate Me,2004,Spike Lee,40 Acres & A Mule Filmworks,[US],"9,641",$8MM,$366K
tt0367790,Baadasssss!,2003,Mario Van Peebles,Bad Aaas Cinema,[US],"34,471",,$366K
tt7095654,Believer,2018,Hae-Young Lee,Yong Film,[KR],"30,683",,$366K
tt2049586,Glen Campbell: I'll Be Me,2014,James Keach,PCH Films,[US],"77,317",,$365K
tt6203570,Mountain,2017,Jennifer Peedom,,,"20,982",,$365K
tt1191138,Thoda Pyaar Thoda Magic,2008,Kunal Kohli,Kunal Kohli Productions,[IN],"86,271",INR 200MM,$365K
tt0117284,Palookaville,1995,Alan Taylor,Playhouse International Pictures,[US],"60,809",,$365K
tt4467262,Katti Batti,2015,Nikkhil Advani,Emmay Entertainment,[IN],"38,440",,$365K
tt0444781,Deewane Huye Paagal,2005,Vikram Bhatt,Base Industries Group,[IN],"46,439",,$364K
tt0110689,Nostradamus,1994,Roger Christian,Allied Entertainments Group PLC,[GB],"25,414",DEM 20MM,$364K
tt0098502,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,Michael Herz,Troma Entertainment,[US],"36,579",,$364K
tt0228242,The Adventures of Felix,2000,Olivier Ducastel,Arte France Cinéma,[FR],"70,351",,$363K
tt0053472,Breathless,1960,Jean-Luc Godard,Les Films Impéria,[FR],"5,394",FRF 400K,$363K
tt4217392,Kung Fu Yoga,2017,Stanley Tong,Sparkle Roll Media,[CN],"11,907",$65MM,$363K
tt0181833,The Source: The Story of the Beats and the Beat Generation,1999,Chuck Workman,Beat Productions,,"132,453",,$363K
tt1893269,Kusama: Infinity,2018,Heather Lenz,Goodmovies Entertainment,[US],"56,017",,$361K
tt0319531,I'll Sleep When I'm Dead,2003,Mike Hodges,Mosaic Film Group,,"35,549",,$361K
tt0265212,Grateful Dawg,2000,Gillian Grisman,11th Hour Productions & Entertainment Inc.,[US],"277,813",,$360K
tt6086614,Letters From Baghdad,2016,Sabine Krayenbühl,Between the Rivers Productions,[US],"67,272",$950K,$360K
tt0204709,An Affair of Love,1999,Frédéric Fonteyne,ARP Sélection,[FR],"47,784",,$359K
tt0089913,Revolution,1985,Hugh Hudson,Goldcrest Films International,[GB],"12,822",$28MM,$359K
tt0375735,Enduring Love,2004,Roger Michell,Pathé Pictures International,[GB],"22,198",,$358K
tt0101326,American Ninja 4: The Annihilation,1990,Cedric Sundstrom,Cannon Group,[US],"26,413",,$358K
tt0164003,City of Ghosts,2002,Matt Dillon,United Artists,[US],"27,488",$18MM,$357K
tt0123385,Artemisia,1997,Agnès Merlet,3 Emme Cinematografica,[IT],"33,773",,$357K
tt1426329,Lovelace,2013,Rob Epstein,Millennium Films,[US],"5,350",$10MM,$357K
tt6167014,Mr. Donkey,2016,Lu Liu,Beijing Fun Age Pictures,[CN],"69,972",,$356K
tt1287878,Poetry,2010,Chang-dong Lee,UniKorea Pictures,[KR],"15,689",KRW 1.3B,$356K
tt0103130,Trust,1990,Hal Hartley,Channel Four Films,[GB],"26,524",$700K,$356K
tt0099857,Iron & Silk,1990,Shirley Sun,SUN-Productions,,"129,094",,$356K
tt0886539,Luck by Chance,2009,Zoya Akhtar,Excel Entertainment,[IN],"32,489",,$356K
tt2852406,Omar,2013,Hany Abu-Assad,ZBROS,[IL],"18,051",$2.1MM,$356K
tt5764024,OK Jaanu,2017,Shaad Ali,Dharma Productions,[IN],"37,799",,$356K
tt1802197,The Lady,2011,Luc Besson,EuropaCorp,[FR],"21,847",,$355K
tt5275830,Eat That Question,2016,Thorsten Schütte,Les Films du Poisson,[FR],"106,982",,$355K
tt0151691,My Name Is Joe,1998,Ken Loach,ARTE,[FR],"28,344",,$355K
tt0252299,Buffalo Soldiers,2001,Gregor Jordan,FilmFour,[GB],"9,372",$15MM,$354K
tt8769848,The Tomorrow Man,2019,Noble Jones,Symbolic Exchange,[US],"10,651",,$354K
tt0119577,Love Is the Devil: Study for a Portrait of Francis Bacon,1998,John Maybury,BBC Films,[GB],"14,008",,$354K
tt1368440,Branded,2012,Jamie Bradshaw,Mirumir,[RU],"8,945",,$354K
tt0315426,How My Mother Gave Birth to Me During Menopause,2003,Sébastien Rose,Max Films Productions,[CA],"279,306",,$353K
tt0981042,Like Dandelion Dust,2009,Jon Gunn,Downes Brothers Entertainment,[US],"44,780",$2.5MM,$353K
tt1605798,Effie Gray,2014,Richard Laxton,Sovereign Films (II),[GB],"13,896",,$353K
tt1599975,The Princess of Montpensier,2010,Bertrand Tavernier,Paradis Films,[FR],"25,385",,$352K
tt0246765,Lumumba,2000,Raoul Peck,ARTE,[FR],"62,864",,$352K
tt5472758,Happy Bhaag Jayegi,2016,Mudassar Aziz,Colour Yellow Productions,[IN],"37,741",,$352K
tt0092195,Weekend Warriors,1986,Bert Convy,Convy-Fimberg Productions,[US],"44,763",,$352K
tt0118843,"Black Cat, White Cat",1998,Emir Kusturica,CiBy 2000,[FR],"10,546",,$351K
tt0790657,Everybody Wants to Be Italian,2007,Jason Todd Ipson,Asgaard Entertainment,[US],"26,880",$3MM,$351K
tt0323872,Kitchen Stories,2003,Bent Hamer,BOB Film Sweden AB,[SE],"62,752",,$351K
tt0976060,Tokyo!,2008,Leos Carax,Comme des Cinémas,[FR],"7,451",,$351K
tt1948150,Singham,2011,Rohit Shetty,Reliance Entertainment,[IN],"19,206",,$351K
tt2172584,Maps to the Stars,2014,David Cronenberg,Prospero Pictures,[CA],"6,250",$15MM,$351K
tt5477608,Kahaani 2,2016,Sujoy Ghosh,Boundscript,[IN],"26,896",,$351K
tt1235830,Chico & Rita,2010,Tono Errando,Isle of Man Film,[GB],"30,188",€9.2MM,$351K
tt0094071,Summer Heat,1987,Michie Gleason,,,"54,635",,$350K
tt4819576,L.O.R.D: Legend of Ravaging Dynasties,2016,Jingming Guo,Le Vision Pictures,[CN],"52,966",,$350K
tt0336264,Since Otar Left,2003,Julie Bertuccelli,Les Films du Poisson,[FR],"116,779",,$350K
tt1839642,The Face of Love,2013,Arie Posin,Mockingbird Pictures,[US],"20,448",$4MM,$350K
tt0100827,Two Evil Eyes,1990,Dario Argento,ADC Films,[IT],"19,042",$9MM,$350K
tt0409034,Marilyn Hotchkiss' Ballroom Dancing & Charm School,2005,Randall Miller,Shoreline Entertainment,[US],"29,666",$2.5MM,$349K
tt7435110,Pearl Jam: Let's Play Two,2017,Danny Clinch,Fox Sports Originals,[US],"122,466",,$349K
tt0967945,The Merry Gentleman,2008,Michael Keaton,Jackson Income Fund,[US],"35,121",$5MM,$348K
tt0780622,Teeth,2007,Mitchell Lichtenstein,Pierpoline Films,[US],"5,285",,$348K
tt7812334,Suicide the Ripple Effect,2018,Greg Dicharry,17th & Montgomery Productions,[US],"174,135",,$347K
tt1213672,Billy: The Early Years,2008,Robby Benson,Solex Productions,[GB],"58,196",,$347K
tt2626090,Noble,2014,Stephen Bradley,Destiny Films,[GB],"54,897",,$347K
tt0385002,Green Street Hooligans,2005,Lexi Alexander,Baker Street,[GB],"3,154",,$347K
tt0093004,The Family,1987,Ettore Scola,Cinecittà,[IT],"46,463",,$347K
tt1924394,The Angels' Share,2012,Ken Loach,Entertainment One,[CA],"14,924",,$347K
tt0462335,High-Rise,2015,Ben Wheatley,HanWay Films,[GB],"3,277",,$346K
tt0094979,The Deceivers,1988,Nicholas Meyer,Merchant Ivory Productions,[US],"57,197",,$346K
tt0120087,The Second Jungle Book: Mowgli & Baloo,1997,Dee McLachlan,MDP Worldwide,[US],"32,701",,$346K
tt0114210,A Pyromaniac's Love Story,1995,Joshua Brand,Hollywood Pictures,[US],"45,633",,$346K
tt0095904,Prison,1987,Renny Harlin,Empire Pictures,[US],"20,301",$4MM,$346K
tt0125209,I Think I Do,1997,Brian Sloan,Danger Filmworks,,"84,572",,$345K
tt0088873,La Cage aux Folles 3: The Wedding,1985,Georges Lautner,Columbia Films,[FR],"79,625",,$345K
tt0415908,Kaal,2005,Soham Shah,Dharma Productions,[IN],"48,920",,$345K
tt0294289,American Adobo,2001,Laurice Guillen,ABS-CBN,[PH],"287,543",,$345K
tt7778680,Photograph,2019,Ritesh Batra,Poetic License Production,[IN],"11,474",,$345K
tt0095384,It Takes Two,1988,David Beaird,United Artists,[US],"32,821",,$344K
tt0088405,Windy City,1984,Armyan Bernstein,CBS Theatrical Films,[US],"67,194",,$344K
tt0301976,The United States of Leland,2003,Matthew Ryan Hoge,MDP Worldwide,[US],"20,440",,$344K
tt0096223,Tapeheads,1988,Bill Fishman,De Laurentiis Entertainment Group (DEG),[US],"31,403",,$344K
tt2265398,Drinking Buddies,2013,Joe Swanberg,Burn Later Productions,[US],"7,416",,$343K
tt2237822,Koch,2012,Neil Barsky,,,"279,779",,$343K
tt2315152,A Werewolf Boy,2012,Sung-hee Jo,Bidangil Pictures,[KR],"27,371",,$343K
tt0857265,Sleuth,2007,Kenneth Branagh,Sony Pictures Classics,[US],"15,133",,$343K
tt0384929,The Dying Gaul,2005,Craig Lucas,Holedigger Films,[US],"54,163",$4MM,$343K
tt1911553,Le Chef,2012,Daniel Cohen,Gaumont,[FR],"21,456",,$343K
tt4934950,Talvar,2015,Meghna Gulzar,Junglee Pictures,[IN],"10,764",,$342K
tt2275794,Gori Tere Pyaar Mein!,2013,Punit Malhotra,Dharma Productions,[IN],"54,481",,$342K
tt0974014,Creation,2009,Jon Amiel,Recorded Picture Company (RPC),[GB],"20,610",£10MM,$341K
tt0807721,Jellyfish,2007,Shira Geffen,Lama Films,[IL],"46,101",$1.8MM,$341K
tt0040338,The Fallen Idol,1948,Carol Reed,London Film Productions,[GB],"26,686",,$341K
tt2402085,Jimi: All Is by My Side,2013,John Ridley,Darko Entertainment,[US],"17,206",,$341K
tt0114702,Total Eclipse,1995,Agnieszka Holland,FIT Productions,[FR],"10,715",$8MM,$340K
tt1756750,Starbuck,2011,Ken Scott,Caramel Film,[CA],"33,102",,$340K
tt0115495,Albino Alligator,1996,Kevin Spacey,Albino Alligator Productions,[US],"33,623",$6MM,$339K
tt1683876,Happy People: A Year in the Taiga,2010,Werner Herzog,Studio Babelsberg,[DE],"30,820",,$339K
tt1989593,Red Hook Summer,2012,Spike Lee,40 Acres & A Mule Filmworks,[US],"28,139",,$339K
tt1186369,Lorna's Silence,2008,Jean-Pierre Dardenne,Les Films du Fleuve,[BE],"28,854",,$339K
tt1937118,Chinese Puzzle,2013,Cédric Klapisch,Opposite Field Pictures,[US],"23,294",,$339K
tt4696222,Northern Limit Line,2015,Hak-sun Kim,Rosetta Cinema,[KR],"61,721",,$338K
tt0097971,Night Game,1989,Peter Masterson,Epic Productions,[US],"42,160",,$338K
tt6772874,This Is Not What I Expected,2017,Derek Hui,,,"29,188",,$338K
tt0314676,The Singing Detective,2003,Keith Gordon,Icon Productions,[US],"15,199",$8MM,$337K
tt0097158,Dark Obsession,1989,Nick Broomfield,Film Four International,[GB],"54,822",,$337K
tt0271259,Welcome to Collinwood,2002,Anthony Russo,Gaylord Films,[US],"17,764",$12MM,$337K
tt2884206,I Origins,2014,Mike Cahill,Verisimilitude,[US],"3,040",,$336K
tt1191111,Enter the Void,2009,Gaspar Noé,Fidélité Films,[FR],"2,612",$16MM,$336K
tt0103036,Talent for the Game,1991,Robert M. Young,Paramount Pictures,[US],"46,855",,$336K
tt1558972,Kings of Pastry,2009,Chris Hegedus,Pennebaker Hegedus Films,[US],"147,979",,$336K
tt6705860,Diane,2018,Kent Jones,AgX,[US],"14,481",,$336K
tt0268040,Wooly Boys,2001,Leszek Burzynski,PFG Entertainment,[US],"75,529",,$336K
tt5635086,God's Own Country,2017,Francis Lee,British Film Institute (BFI),[GB],"3,773",,$336K
tt1758595,Diana,2013,Oliver Hirschbiegel,Ecosse Films,[GB],"9,488",$15MM,$335K
tt0099612,Roger Corman's Frankenstein Unbound,1990,Roger Corman,The Mount Company,[US],"17,425",$12MM,$335K
tt0464160,Chup Chup Ke,2006,Priyadarshan,UTV Motion Pictures,[IN],"33,265",,$335K
tt2331143,"Like Father, Like Son",2013,Hirokazu Koreeda,Amuse,[JP],"14,215",,$335K
tt0436231,The Devil and Daniel Johnston,2005,Jeff Feuerzeig,Complex Corporation,[US],"41,549",,$334K
tt0120490,Welcome to Sarajevo,1997,Michael Winterbottom,Miramax,[US],"21,416",$9MM,$334K
tt0119802,Monument Ave.,1998,Ted Demme,Apostle,[US],"43,339",$11MM,$334K
tt0374345,The Memory of a Killer,2003,Erik Van Looy,MMG Film & TV Production,[BE],"42,618",€2.5MM,$334K
tt3164198,Ballet 422,2014,Jody Lee Lipes,,,"88,397",,$334K
tt4064912,Shine,2017,Anthony Nardolillo,13 Paces,[US],"58,495",$400K,$333K
tt2980592,The Guest,2014,Adam Wingard,HanWay Films,[GB],"4,628",$5MM,$333K
tt0435479,Gabrielle,2005,Patrice Chéreau,Azor Films,[FR],"48,670",,$333K
tt0118647,The Assignment,1997,Christian Duguay,Triumph Films,[US],"25,668",,$333K
tt0488906,Zinda,2006,Sanjay Gupta,White Feather Films,[IN],"38,404",,$332K
tt0790663,The First Grader,2010,Justin Chadwick,BBC Films,[GB],"35,552",,$332K
tt0089839,Private Resort,1985,George Bowers,Delphi III Productions,[US],"7,096",,$332K
tt4814290,Te3n,2016,Ribhu Dasgupta,Blue Waters Motion Pictures,[IN],"23,360",,$332K
tt0382383,Yuva,2004,Mani Ratnam,Madras Talkies,[IN],"34,627",INR 100MM,$331K
tt0239234,The Lady and the Duke,2001,Éric Rohmer,Pathé Image Production,[FR],"76,949",FRF 39MM,$331K
tt6588966,Hichki,2018,Siddharth Malhotra,Yash Raj Films,[IN],"23,057",$2MM,$330K
tt0276276,Lawless Heart,2001,Tom Hunsinger,Overseas FilmGroup,[US],"87,312",,$330K
tt0288330,Zelary,2003,Ondrej Trojan,ALEF Film & Media Group,[SK],"87,528",,$330K
tt0480025,This Is England,2006,Shane Meadows,Warp Films,[GB],"2,193",£1.5MM,$329K
tt0116783,Kissed,1996,Lynne Stopkewich,Boneyard Film Company Inc.,[CA],"27,093",,$329K
tt0063462,The Producers,1967,Mel Brooks,Crossbow Productions,[US],"7,958",$941K,$329K
tt2582784,Flower,2017,Max Winkler,Diablo Entertainment (II),[US],"4,864",,$328K
tt0084352,Monty Python Live at the Hollywood Bowl,1982,Terry Hughes,Columbia Pictures,[US],"44,643",,$328K
tt1512235,Super,2010,James Gunn,This Is That Productions,[US],"4,168",$2.5MM,$328K
tt0420304,Viruddh... Family Comes First,2005,Mahesh Manjrekar,Amitabh Bachchan Corporation Limited (A.B.C.L.),[IN],"77,483",,$328K
tt2405792,Elaine Stritch: Shoot Me,2013,Chiemi Karasawa,isotopefilms,[US],"129,810",,$327K
tt1872818,Liberal Arts,2012,Josh Radnor,BCDF Pictures,[US],"10,040",$2MM,$327K
tt2382009,Nymphomaniac: Vol. II,2013,Lars von Trier,Zentropa Entertainments,[DK],"2,421",,$327K
tt0468094,The Road to Guantanamo,2006,Mat Whitecross,Film4,[GB],"27,257",£1.5MM,$327K
tt0242795,Come Undone,2000,Sébastien Lifshitz,Arte France Cinéma,[FR],"28,724",,$326K
tt0409184,Russian Dolls,2005,Cédric Klapisch,Lunar Films,[GB],"24,090",$12MM,$326K
tt0364385,Ju-on: The Grudge,2002,Takashi Shimizu,Pioneer LDC,[JP],"5,347",$3.5MM,$326K
tt2380247,The Central Park Five,2012,Ken Burns,Florentine Films,[US],"23,752",,$326K
tt2852458,Stranger by the Lake,2013,Alain Guiraudie,Les Films du Worso,[FR],"12,017",,$325K
tt0870090,City of Men,2007,Paulo Morelli,Fox Filmes do Brasil,[BR],"29,523",,$325K
tt2371287,Camp,2013,Jacob Roebuck,Roebuck Media,[US],"75,081",$200K,$325K
tt3836958,Shamitabh,2015,R. Balki,Hope Productions,[IN],"41,374",,$325K
tt0167926,The Children of the Marshland,1999,Jean Becker,France 3 Cinéma,[FR],"72,125",,$324K
tt0096465,World Gone Wild,1987,Lee H. Katzin,Apollo Pictures,[ID],"35,203",,$324K
tt0244504,Me You Them,2000,Andrucha Waddington,Columbia Pictures,[US],"110,618",$1.9MM,$324K
tt0444608,The Boys of Baraka,2005,Heidi Ewing,Loki Films,[US],"130,797",,$324K
tt0119052,The Education of Little Tree,1997,Richard Friedenberg,Allied Films,,"46,721",,$323K
tt0120522,Winter Sleepers,1997,Tom Tykwer,X-Filme Creative Pool,[DE],"64,217",,$323K
tt0106535,The Cement Garden,1993,Andrew Birkin,British Broadcasting Corporation (BBC),[GB],"17,563",,$323K
tt0107148,House of Cards,1993,Michael Lessac,A&M Films,[US],"33,299",,$323K
tt8484012,Sword of Trust,2019,Lynn Shelton,Forager Films,[US],"11,098",,$322K
tt0077838,The Last Waltz,1978,Martin Scorsese,FM Productions,,"10,850",,$322K
tt3253232,The Bounce Back,2016,Youssef Delara,Ankle Sock & Baseball Pants,[US],"31,311",$3MM,$322K
tt4359416,Taxi,2015,Jafar Panahi,Jafar Panahi Film Productions,[IR],"25,241",,$322K
tt5723272,In the Fade,2017,Fatih Akin,Warner Bros.,[US],"6,159",,$321K
tt1610525,Chuck,2016,Philippe Falardeau,Millennium Films,[US],"11,873",,$321K
tt0444182,Days of Glory,2006,Rachid Bouchareb,Tessalit Productions,[FR],"22,904",€14MM,$321K
tt1568923,A Film Unfinished,2010,Yael Hersonski,,,"99,438",,$320K
tt0118845,Happy Together,1997,Kar-Wai Wong,Block 2 Pictures,[HK],"11,402",$4.2MM,$320K
tt0092074,TerrorVision,1986,Ted Nicolaou,Empire Pictures,[US],"12,629",,$320K
tt0365938,Winter Solstice,2004,Josh Sternfeld,Sound Pictures,[US],"69,768",,$319K
tt0256359,The Safety of Objects,2001,Rose Troche,Renaissance Films,[GB],"26,248",,$319K
tt1971352,Compliance,2012,Craig Zobel,Bad Cop Bad Cop Film Productions,[US],"3,298",$270K,$319K
tt0111470,Trading Mom,1994,Tia Brelis,First Look International,[US],"24,046",,$319K
